id,T2_K,T2_J,T2_I,mean_confidence_interval_inf,RT_K,T1_I,T1_J,T1_K,technique,VEC2,VEC1,SCR,ACOPY_x,ACOPY_y,U1_I,RT_J,runs,mean_confidence_interval_sup,cost_std,U_K,U_J,U_I,correct_result,cost_mean,RT_I
101,2048,1,1024,0.10253625475705282,8,32,512,16,DLMT,True,False,True,True,True,22,1,35,0.10257934524294722,6.503352981347349e-05,28,1,25,True,0.10255780000000002,8
102,128,1,1,0.09288561486133408,8,128,256,64,DLMT,False,False,True,False,True,4,1,35,0.0929105394243802,3.761694212311582e-05,2,1,4,True,0.09289807714285714,8
103,64,1,64,0.28839002602917163,1,32,128,1,DLMT,True,True,True,True,False,29,1,35,0.2886255168279712,0.0003554101924508647,1,27,25,True,0.2885077714285714,32
104,2048,64,1024,inf,32,32,1,256,DLMT,True,True,False,False,True,29,1,1,inf,inf,12,1,24,False,inf,1
105,512,1,1,inf,1,1,1,512,DLMT,False,False,True,False,True,8,1,1,inf,inf,26,24,1,False,inf,32
106,2048,2048,1024,0.13388448990652208,1,512,1,32,DLMT,True,True,True,False,True,4,32,35,0.13423105295062077,0.0005230439525761964,1,26,10,True,0.13405777142857142,1
107,1024,1024,2048,0.17581264572739042,32,512,32,256,DLMT,False,True,True,True,False,3,1,35,0.1759471828440382,0.00020304768918072714,14,25,1,True,0.1758799142857143,1
108,1,1,2048,0.19892995191393362,1,1,32,16,DLMT,False,True,True,False,False,2,8,35,0.1993464480860664,0.0006285892503966985,1,11,28,True,0.19913820000000002,1
109,1024,256,512,0.2810885714836028,1,512,1,1,DLMT,False,True,False,False,True,23,1,35,0.28183748565925437,0.0011302850585004577,2,22,1,True,0.2814630285714286,32
110,1,2048,1024,0.09241274141322435,1,512,1,1,DLMT,True,False,True,True,False,13,8,35,0.09243829858677564,3.8571697988477164e-05,4,6,1,True,0.09242552,8
111,2048,512,1,0.1648035992527573,1,512,512,256,DLMT,True,False,True,False,False,6,1,35,0.16483200074724272,4.286443747443881e-05,16,27,1,True,0.16481780000000001,1
112,1024,64,1024,0.1906032437868998,1,1,1,32,DLMT,False,False,True,True,True,30,1,35,0.19062835621310015,3.790047116178927e-05,1,22,17,True,0.19061579999999997,1
113,2048,64,128,inf,1,128,1,16,DLMT,False,True,True,True,False,26,32,1,inf,inf,8,1,8,False,inf,1
114,512,1024,1,0.1952313238601946,1,1,512,128,DLMT,True,True,True,False,False,20,32,35,0.1952991904255197,0.00010242637574853419,25,1,1,True,0.19526525714285714,1
115,512,1024,1024,0.15456129963546847,1,16,512,512,DLMT,True,True,False,True,True,2,8,35,0.15459921465024581,5.7222544436932605e-05,1,4,2,True,0.15458025714285714,1
116,1,2048,256,0.19116272404945175,8,128,16,512,DLMT,False,False,False,True,False,27,8,35,0.1912581902362626,0.00014408060102538505,29,1,26,True,0.19121045714285717,1
117,128,1024,2048,0.13670532835125165,8,256,32,32,DLMT,True,False,True,False,True,24,1,35,0.13673335736303405,4.230227474947021e-05,7,1,21,True,0.13671934285714285,1
118,1,2048,1,0.22919222377467377,32,256,128,32,DLMT,False,False,False,True,False,2,1,35,0.22938834765389762,0.0002959963871814813,3,13,1,True,0.2292902857142857,1
119,1024,1,1,0.18908653910327755,1,512,512,1,DLMT,False,False,True,True,False,26,8,35,0.18911568946815105,4.399465644732901e-05,8,28,1,True,0.1891011142857143,1
120,1,1,1,0.0938738107942552,1,16,16,512,DLMT,True,False,False,True,True,24,1,35,0.09390441777717339,4.619303066083356e-05,26,1,12,True,0.0938891142857143,8
121,1024,1024,512,0.2735631981474456,32,1,128,16,DLMT,True,True,False,True,False,22,1,35,0.2736092018525544,6.943025277211595e-05,3,11,1,True,0.2735862,1
122,2048,128,2048,0.09230315089222295,8,256,16,1,DLMT,True,True,True,True,False,15,1,35,0.09237871196491994,0.00011403917064244318,15,1,5,True,0.09234093142857144,8
123,1,2048,1,inf,1,1,512,1,DLMT,True,False,True,True,True,4,32,1,inf,inf,18,26,1,False,inf,1
124,128,512,1,0.14707378815530836,1,512,1,1,DLMT,True,True,True,False,True,15,1,35,0.14731729755897732,0.00036751212558088197,15,1,26,True,0.14719554285714284,1
125,2048,512,512,0.17671220029265328,1,1,64,512,DLMT,True,False,False,True,False,2,1,35,0.176771513993061,8.95181203866047e-05,30,29,1,True,0.17674185714285714,1
126,1,1,1024,0.30606057261409675,1,512,512,512,DLMT,True,True,False,True,True,18,1,35,0.3061088559573319,7.287075503091302e-05,19,25,1,True,0.3060847142857143,32
127,1,64,2048,0.18624980582730916,32,256,16,512,DLMT,True,False,True,True,False,27,1,35,0.18633259417269088,0.00012494680010765785,1,16,13,True,0.18629120000000002,1
128,2048,64,1,0.22457351233726636,1,32,64,16,DLMT,False,False,False,False,True,30,1,35,0.2246971733770194,0.0001866331685200607,1,7,10,True,0.22463534285714287,32
129,1024,1024,1,0.15348681752165483,1,32,512,256,DLMT,False,True,True,True,False,10,1,35,0.15358529676405952,0.00014862800021859856,19,1,27,True,0.15353605714285717,1
130,2048,2048,1024,0.1394637525273781,32,128,1,256,DLMT,False,False,True,False,False,28,1,35,0.139499104615479,5.335449410139965e-05,24,1,21,True,0.13948142857142856,1
131,512,2048,64,0.10696739648317226,1,64,16,512,DLMT,False,True,True,False,False,10,8,35,0.10698591780254206,2.795296340757583e-05,28,29,1,True,0.10697665714285716,8
132,64,1024,2048,0.16169457132599988,1,512,512,1,DLMT,False,True,False,False,True,25,1,35,0.1617538286740001,8.943307154355521e-05,29,1,18,True,0.16172419999999998,1
133,2048,128,1024,0.26729051456769726,1,256,1,256,DLMT,True,False,False,True,True,7,1,35,0.2676935997180171,0.0006083489103587654,1,24,23,True,0.2674920571428572,32
134,128,2048,2048,inf,1,128,16,128,DLMT,False,False,False,True,True,25,32,1,inf,inf,1,24,27,False,inf,1
135,512,2048,2048,0.15547326949554435,1,1,512,256,DLMT,True,True,True,False,True,29,32,35,0.15558781621874135,0.00017287755251410241,1,2,25,True,0.15553054285714285,1
136,2048,1,1,inf,1,256,1,128,DLMT,False,True,False,True,True,29,32,1,inf,inf,1,6,2,False,inf,1
137,128,1,1,0.1643063601521021,1,256,64,1,DLMT,True,False,False,False,False,6,32,35,0.16449769699075506,0.0002887716335212505,11,1,28,True,0.16440202857142858,1
138,1,2048,2048,0.21545798978897543,1,1,512,256,DLMT,False,True,True,True,False,2,1,35,0.2156459530681674,0.00028368015044253746,1,2,24,True,0.2155519714285714,32
139,256,64,256,inf,32,64,1,1,DLMT,False,True,False,False,True,9,1,1,inf,inf,1,29,29,False,inf,1
140,2048,128,2048,inf,1,16,1,16,DLMT,False,False,True,True,True,1,32,1,inf,inf,29,1,11,False,inf,1
141,64,1,2048,0.22327031135271583,1,1,32,32,DLMT,False,True,False,False,False,23,32,35,0.22330797436156988,5.684220909406854e-05,5,19,1,True,0.22328914285714285,1
142,512,1024,2048,0.12734306930358066,1,256,256,512,DLMT,False,True,True,False,True,2,1,35,0.12737275926784788,4.4809036989411294e-05,1,6,3,True,0.12735791428571427,1
143,2048,1,1,inf,32,512,512,256,DLMT,False,True,False,False,True,10,1,1,inf,inf,20,1,20,False,inf,1
144,1024,1,256,inf,32,1,512,16,DLMT,True,False,True,False,True,25,1,1,inf,inf,1,29,3,False,inf,1
145,1,2048,256,0.23956299424423558,1,128,1,1,DLMT,False,False,True,False,False,7,1,35,0.23987946289862158,0.00047762454386050866,30,1,3,True,0.23972122857142858,32
146,1,64,1,inf,1,1,32,1,DLMT,False,False,True,True,True,28,1,1,inf,inf,13,1,29,False,inf,32
147,2048,2048,1024,0.21773918264950012,8,512,512,512,DLMT,True,False,True,True,True,24,8,35,0.21777727449335701,5.7489420499670265e-05,30,30,1,True,0.21775822857142857,1
148,2048,64,1,0.2288326773094438,32,16,1,16,DLMT,True,True,False,True,False,21,1,35,0.2289025798334134,0.0001054991091944238,24,23,1,True,0.2288676285714286,1
149,2048,1,1,0.2426965271643288,1,128,1,32,DLMT,False,False,True,False,True,1,1,35,0.2427793585499569,0.00012501175781436265,1,12,4,True,0.24273794285714284,32
150,1024,64,512,inf,32,512,1,256,DLMT,False,False,True,False,True,12,1,1,inf,inf,30,1,30,False,inf,1
151,1024,1024,1024,0.2219836260515232,1,16,1,32,DLMT,True,False,True,False,False,3,1,35,0.22201825966276248,5.227014600386528e-05,27,1,26,True,0.22200094285714284,32
152,2048,256,1,inf,1,1,128,512,DLMT,False,True,False,True,False,23,32,1,inf,inf,1,1,4,False,inf,1
153,1024,2048,1024,inf,32,128,512,1,DLMT,False,False,False,False,True,22,1,1,inf,inf,1,13,11,False,inf,1
154,64,512,1,0.35035958599108463,1,512,1,16,DLMT,True,False,False,True,True,7,1,35,0.35038201400891544,3.38490767968617e-05,23,1,7,True,0.35037080000000004,1
155,1,1,1024,inf,1,128,512,1,DLMT,True,True,True,True,True,30,32,1,inf,inf,21,3,1,False,inf,1
156,256,1,1,0.10079086777850381,1,512,512,1,DLMT,True,True,False,True,True,1,8,35,0.10085250365006761,9.302281484470718e-05,1,15,15,True,0.10082168571428571,8
157,1,2048,64,0.17952146946636455,1,32,32,32,DLMT,False,True,True,False,False,3,32,35,0.17955687339077836,5.343272711111278e-05,14,29,1,True,0.17953917142857145,1
158,1,2048,2048,0.1214688917922603,8,1,1,256,DLMT,True,False,False,True,False,2,1,35,0.12152259392202543,8.104895975613149e-05,1,2,19,True,0.12149574285714286,8
159,1,64,1,0.1427694200821757,1,512,32,1,DLMT,True,False,False,False,False,23,32,35,0.14282709420353862,8.704361562118366e-05,6,1,26,True,0.14279825714285715,1
160,1024,1,512,0.11397969567905757,1,1,1,128,DLMT,True,True,False,False,True,27,1,35,0.11399659003522815,2.549749887693883e-05,1,1,7,True,0.11398814285714286,1
161,256,2048,1,inf,32,64,512,256,DLMT,True,False,True,False,True,25,1,1,inf,inf,14,1,28,False,inf,1
162,1,64,1024,0.21804437747969554,1,16,32,512,DLMT,True,False,False,False,True,12,32,35,0.21810916537744732,9.777995287211802e-05,1,27,24,True,0.21807677142857143,1
163,1,2048,2048,0.2337162756132706,1,128,16,64,DLMT,False,True,True,True,False,30,1,35,0.23393812438672937,0.0003348212145523104,1,17,24,True,0.23382719999999999,32
164,1,512,512,inf,1,512,64,512,DLMT,False,False,False,True,False,29,32,1,inf,inf,25,1,1,False,inf,1
165,1,1,2048,0.16757087803822932,32,1,32,128,DLMT,False,False,True,False,False,8,1,35,0.16761415053319925,6.530822369068677e-05,8,27,1,True,0.16759251428571428,1
166,1024,1,64,0.3613711819680564,1,16,32,16,DLMT,False,False,False,False,True,30,1,35,0.3614727608890864,0.00015330613364195742,1,29,30,True,0.3614219714285714,1
167,128,2048,256,0.21779257403198843,1,32,256,16,DLMT,True,False,True,False,False,18,1,35,0.2178213688251544,4.3458016333854445e-05,5,1,1,True,0.21780697142857142,1
168,1024,2048,1024,0.29465635566128845,1,64,1,128,DLMT,True,True,False,False,True,25,1,35,0.2948227300529972,0.0002510975158160302,29,29,1,True,0.2947395428571428,32
169,2048,1024,2048,0.2050893239096756,1,32,512,64,DLMT,False,True,True,True,True,4,1,35,0.20516679037603874,0.00011691485127638779,29,1,24,True,0.20512805714285717,1
170,1,1,256,0.26458189829622625,1,256,512,256,DLMT,False,True,False,False,False,12,1,35,0.2648683874180594,0.00043237848121802276,15,1,18,True,0.2647251428571428,32
171,2048,128,2048,0.18113512113221675,8,256,32,512,DLMT,True,False,True,True,False,26,1,35,0.1812796788677833,0.0002181711254955625,1,23,28,True,0.18120740000000002,1
172,2048,1,128,0.2079415067238318,1,1,512,512,DLMT,False,False,True,True,False,3,1,35,0.20795975041902534,2.7533964183775605e-05,19,26,1,True,0.20795062857142857,1
