id,RT1_J,T1_Ja,baseline,RT1_I,T2_K,T2_J,T2_I,T2_Ja,U2_I,mean_confidence_interval_inf,T1_I,T1_J,technique,VEC2,VEC1,U2_J,SCREP,T1_Ia,OMP1,U1_J,U1_I,T2_Ka,RT2_I,runs,T2_Ia,RT2_J,RT2_K,cost_mean,U2_K,OMP2,cost_std,correct_result,mean_confidence_interval_sup
16,4,2048,False,2,8,1,8,2048,1,0.43927017395177803,128,256,DLMT,False,False,13,True,256,False,20,1,64,1,10,8,8,2,0.44486400000000004,6,True,0.009025283773931992,True,0.45045782604822204
17,4,1024,False,4,32,64,8,1024,29,1.1322286718613894,2048,512,DLMT,True,False,4,True,1,True,1,29,64,1,10,2048,2,16,1.13493,1,True,0.004358421732691776,True,1.1376313281386106
18,1,16,False,32,8,2,64,256,22,1.3123204895674294,128,16,DLMT,False,False,1,False,1024,False,1,17,1024,8,10,256,2,4,1.312368,1,False,7.665507158691813e-05,True,1.3124155104325705
19,16,1,False,8,512,512,2,1,2,0.5234553971001926,512,32,DLMT,False,True,1,False,512,True,1,14,1024,2,10,16,16,1,0.5340760999999999,22,True,0.017135830954173193,True,0.5446968028998073
20,2,2048,False,16,1,512,8,2048,4,inf,2,8,DLMT,False,False,1,False,1,False,30,1,2048,1,1,32,16,8,inf,11,False,inf,False,inf
21,32,8,False,1,2,1,16,128,3,1.993412380825564,16,1,DLMT,False,False,1,False,1024,False,1,14,1,32,10,32,2,1,1.9940719999999998,8,False,0.0010642537291454504,True,1.9947316191744358
22,16,1,False,32,8,1,2,16,18,0.13203932317562816,16,128,DLMT,True,True,6,False,32,True,28,1,128,4,10,16,32,32,0.139688,1,True,0.012340655258129524,True,0.14733667682437185
23,2,128,False,1,2048,2048,128,1,1,inf,256,4,DLMT,True,False,18,True,2048,True,1,2,1,4,1,128,4,8,inf,5,False,inf,False,inf
24,8,2048,False,16,8,8,8,8,6,1.2043201909853225,32,1024,DLMT,False,True,5,False,256,False,3,1,8,4,10,16,32,2,1.204426,1,False,0.00017071613866298152,True,1.2045318090146775
25,8,2048,False,4,1024,8,32,1,4,0.4247669374953016,8,2048,DLMT,True,True,22,True,8,False,16,1,1,8,10,1,32,1,0.4437149000000001,1,True,0.03057133651788879,True,0.46266286250469857
26,1,2048,False,1,4,1,16,4,1,2.0391015746050765,256,8,DLMT,True,True,18,False,512,True,1,8,2048,2,10,1024,1,1,2.044937,5,False,0.009415089006483135,True,2.0507724253949235
27,1,256,False,16,32,1,128,256,1,1.3311202783422456,32,128,DLMT,True,False,1,True,256,False,6,1,32,32,10,1,4,32,1.331186,3,False,0.00010603772913449909,True,1.3312517216577544
28,4,16,False,2,256,2,32,1024,1,0.8839897634710203,4,16,DLMT,False,False,2,False,128,True,1,12,2048,32,10,128,16,2,0.8921638999999999,28,False,0.013188451186170414,True,0.9003380365289795
29,8,1,False,1,64,64,4,256,8,0.7110191944019042,1,16,DLMT,True,False,1,False,2,False,25,1,1024,8,10,8,2,16,0.7154563,9,True,0.007158988644354717,True,0.7198934055980959
30,32,512,False,32,2,1,4,1,1,4.142330269424908,4,64,DLMT,False,False,5,False,8,False,1,30,2048,8,10,512,4,8,4.143973,20,True,0.002650441661308421,True,4.145615730575092
31,8,1,False,8,2,2,1,16,1,0.6882772622260895,8,128,DLMT,False,False,10,False,256,False,25,1,2048,8,10,8,4,1,0.7012214,2,True,0.020884545856685505,True,0.7141655377739105
32,16,1024,False,2,2,4,4,512,6,0.36141830013474213,128,1024,DLMT,True,False,1,False,256,True,30,1,8,2,10,1,2,1,0.3715594,3,True,0.016362021856726635,True,0.38170049986525784
33,2,1,False,4,1,1,256,128,13,0.651170236600714,16,1024,DLMT,False,True,9,False,32,True,11,1,16,2,10,2048,32,1,0.6567302,1,False,0.0089706485361985,True,0.662290163399286
34,1,2,False,32,1,128,512,256,14,1.365033370623171,2,1,DLMT,True,False,9,False,2,False,1,4,4,8,10,1024,32,2,1.371921,1,True,0.011112753439179722,True,1.378808629376829
35,32,32,False,16,2,2048,1,2048,1,0.7873092882192367,1,16,DLMT,False,False,27,False,4,False,1,19,4,4,10,8,8,8,0.7941695,1,True,0.01106851688574399,True,0.8010297117807632
36,8,64,False,4,8,256,2,256,1,1.3362714027102898,64,2,DLMT,False,False,21,True,512,False,6,1,8,32,10,2048,16,16,1.343752,5,True,0.01206946958238018,True,1.3512325972897103
37,32,1,False,16,1,1,1,16,3,0.7336797823930338,64,2048,DLMT,True,True,1,False,1,False,1,6,4,32,10,32,4,2,0.7458430999999999,15,True,0.01962474200824052,True,0.758006417606966
38,8,2048,False,8,2048,2,1,512,5,1.1245765479019108,32,32,DLMT,True,True,20,False,2048,False,7,1,1,1,10,2048,2,2,1.124709,1,False,0.00021370306502247158,True,1.1248414520980892
39,32,2048,False,32,64,2,512,1024,1,1.3968614264434434,1024,1,DLMT,True,False,20,False,1,False,1,11,1024,16,10,512,16,4,1.396999,3,False,0.00022196621364526582,True,1.3971365735565568
40,1,1024,False,32,2,4,4,1024,28,1.9739748718344707,4,1,DLMT,False,False,1,False,8,True,7,1,128,32,10,256,16,2,1.983082,4,True,0.014693774055701233,True,1.9921891281655293
41,2,1024,False,2,1,128,4,2048,29,0.522292109226382,1,128,DLMT,True,True,1,True,1024,False,10,1,2048,16,10,8,1,4,0.5330569,4,True,0.017368307605808916,True,0.5438216907736179
42,8,1024,False,4,8,2048,2,1,6,1.1451904426286688,8,32,DLMT,True,False,1,False,1,False,18,1,32,32,10,2048,8,4,1.145318,18,False,0.00020580573364220914,True,1.1454455573713314
43,16,64,False,4,8,8,128,128,2,3.0845106667831046,1,32,DLMT,False,True,1,True,4,True,1,24,1024,2,10,512,32,32,3.089304,26,True,0.00773373932842323,True,3.094097333216895
44,16,1,False,2,4,256,1,1,1,1.1672651093900537,32,2,DLMT,False,True,5,True,1024,True,1,21,4,8,10,2048,1,2,1.1697570000000002,4,False,0.004020507555023364,True,1.1722488906099466
45,8,16,False,8,8,2,16,16,1,1.156800909752958,2048,1,DLMT,True,True,3,True,2048,False,20,1,1024,8,10,1,4,4,1.156872,30,False,0.0001146996076715281,True,1.156943090247042
46,2,512,False,8,16,32,8,512,23,0.5720877791152484,128,4,DLMT,True,True,2,True,1024,True,19,1,1,1,10,256,8,1,0.5735498000000001,1,True,0.002358878029911678,True,0.5750118208847518
47,2,2,False,8,8,4,2048,512,4,1.0157879291341119,8,2,DLMT,False,True,4,False,16,True,27,1,16,1,10,2048,1,32,1.0205639999999998,1,True,0.0077058876192169,True,1.0253400708658877
48,16,1024,False,2,2048,256,4,1,21,1.1755687817577796,1024,32,DLMT,False,True,1,False,1,False,19,1,2048,4,10,32,2,16,1.17568,2,False,0.00017944358444925746,True,1.1757912182422205
49,32,2048,False,32,4,2048,8,2048,1,0.9095855521536148,2048,8,DLMT,False,True,7,True,1,False,1,3,1024,8,10,8,2,4,0.9181549999999999,16,True,0.013826260940688215,True,0.9267244478463851
50,16,1024,False,1,1,1024,256,1,2,inf,32,1,DLMT,False,False,1,True,64,False,10,1,128,2,1,2048,16,4,inf,30,True,inf,False,inf
51,32,1,False,8,1,64,128,64,1,0.23827041570353752,4,2048,DLMT,False,True,18,True,128,True,28,1,128,1,10,128,4,2,0.24289880000000003,1,True,0.007467604700303845,True,0.24752718429646253
52,1,4,False,32,8,16,32,1024,3,0.6061237553971281,64,1,DLMT,False,True,21,False,256,True,17,1,2048,32,10,1,32,32,0.6186678000000001,1,True,0.020239020884420273,True,0.631211844602872
53,2,1,False,4,512,2,2,2048,1,1.3626040054496666,128,2048,DLMT,True,False,10,False,2048,False,1,1,1,2,10,1024,1,1,1.365167,1,True,0.004135229256038876,True,1.3677299945503334
54,16,16,False,32,256,64,64,256,1,0.20973132752667778,1,16,DLMT,False,True,19,False,32,True,1,27,256,16,10,128,16,1,0.2142484,6,True,0.007288010128972106,True,0.21876547247332223
55,1,512,False,2,1,32,16,32,7,inf,512,64,DLMT,True,False,7,False,2048,True,1,7,1,8,1,512,16,16,inf,1,True,inf,False,inf
56,32,4,False,4,64,2,32,256,1,0.23396006198801347,1,4,DLMT,False,True,2,False,1,True,19,1,64,2,10,1,8,8,0.252599,7,True,0.03007274508587469,True,0.2712379380119866
57,2,1024,False,32,128,4,1,4,8,1.0100778928007126,1,16,DLMT,False,True,1,True,1024,False,19,1,256,1,10,256,32,1,1.010168,4,False,0.00014538225476308172,True,1.0102581071992873
58,8,1,False,4,4,16,16,2048,1,0.7107426849093272,1,64,DLMT,False,False,6,True,8,False,1,22,32,32,10,1,2,16,0.7295516999999999,18,True,0.03034715367229684,True,0.7483607150906726
59,32,2048,False,8,64,32,128,1024,1,0.5291728416477975,16,1,DLMT,True,True,8,True,16,True,1,20,2048,16,10,1024,32,2,0.5363503999999999,9,True,0.011580535464303881,True,0.5435279583522022
60,32,256,False,1,32,512,512,2048,8,0.7003456777697217,64,8,DLMT,False,False,14,True,256,True,27,1,1024,32,10,1,1,2,0.7022023,1,False,0.002995542289803289,True,0.7040589222302782
61,1,2048,False,8,512,4,4,256,1,0.726821172356965,2,1,DLMT,True,False,30,True,1024,True,1,1,1024,32,10,4,2,8,0.7394248,1,True,0.02033515434315658,True,0.752028427643035
62,32,64,False,8,1,32,1,256,1,0.1646894489482058,16,64,DLMT,True,True,17,True,32,True,20,1,16,2,10,64,1,8,0.169934,3,True,0.008461750705380066,True,0.1751785510517942
63,1,512,False,1,64,4,1,256,17,0.9659650843168756,2,32,DLMT,False,True,1,True,32,False,24,1,1,32,10,128,4,16,0.9671310999999999,6,False,0.00188129239885775,True,0.9682971156831243
64,16,512,False,8,1,1,64,32,28,0.6606793797396393,1,4,DLMT,True,False,1,True,16,True,1,30,8,8,10,1,32,16,0.6682121999999999,1,False,0.012153728035463045,True,0.6757450202603605
65,2,512,False,1,1,256,2,1024,8,0.6366610707590245,32,512,DLMT,True,True,7,True,1,True,1,19,128,32,10,1,32,32,0.643859,1,False,0.011613402602166182,True,0.6510569292409755
66,1,4,False,1,32,4,4,2048,1,0.9130724488901679,8,1,DLMT,True,True,1,False,128,True,7,1,32,4,10,2048,8,2,0.915621,25,False,0.0041119256802622205,True,0.9181695511098321
67,16,512,False,1,1024,1024,8,1024,1,inf,1,256,DLMT,True,False,4,False,64,False,1,16,1024,1,1,1024,32,2,inf,28,False,inf,False,inf
68,4,1024,False,16,128,1,8,1,11,0.5079972998395925,2,16,DLMT,True,True,1,True,128,True,1,12,1,4,10,128,32,2,0.5200371,3,False,0.019425454437155397,True,0.5320769001604075
69,32,64,False,4,1024,2,8,256,2,1.4170529179050286,64,1,DLMT,True,True,1,False,64,False,1,1,1024,8,10,1024,32,32,1.4194239999999998,27,True,0.003825590673347058,True,1.421795082094971
70,32,2,False,4,1,32,32,2048,1,inf,1024,2,DLMT,False,False,30,True,2048,False,1,6,1,2,1,1024,32,32,inf,3,True,inf,False,inf
71,4,2048,False,8,2048,8,512,256,1,1.1977815758393913,1024,2048,DLMT,False,True,30,False,1,False,21,1,2048,4,10,2048,32,16,1.1978440000000001,2,False,0.00010071742649612812,True,1.197906424160609
72,1,2048,False,1,2,32,2,1,1,1.1413361298519642,8,4,DLMT,True,False,14,False,256,False,1,24,256,4,10,512,4,1,1.147718,6,True,0.010296742980185566,True,1.1540998701480358
73,8,16,False,1,64,2,8,2048,28,inf,2048,1,DLMT,True,False,2,True,1,False,2,1,2048,1,1,2048,16,1,inf,1,False,inf,False,inf
74,32,4,False,16,8,8,2,64,10,1.0124790395019854,1,4,DLMT,False,False,9,True,2,False,13,1,2048,4,10,256,8,1,1.012712,1,False,0.00037586699775318247,True,1.0129449604980147
75,4,2048,False,16,128,8,256,1,13,0.9825691813361781,8,16,DLMT,False,False,1,False,64,False,5,1,1024,1,10,1,1,32,0.9886495999999999,7,True,0.009810370117380923,True,0.9947300186638217
76,2,1,False,16,2048,4,8,8,5,1.0799778786827798,16,32,DLMT,True,False,1,True,2048,True,1,9,1,1,10,8,16,16,1.081685,13,False,0.00275433204243786,True,1.0833921213172202
77,32,1024,False,4,4,4,4,512,1,0.6670257720026231,1,1024,DLMT,True,True,10,True,2048,False,1,29,256,1,10,8,8,32,0.6936905,6,True,0.0430218485266498,True,0.7203552279973768
78,2,2048,False,16,4,64,2,2048,14,inf,2,256,DLMT,False,False,1,False,2048,True,1,5,128,4,1,2048,16,8,inf,2,True,inf,False,inf
79,8,64,False,1,2048,8,128,2048,1,0.6957535291185347,1024,2,DLMT,False,True,4,True,1,False,1,29,2048,32,10,128,32,8,0.7039841,2,True,0.013279504436913312,True,0.7122146708814653
80,1,1,True,1,1,1,1,1,1,1.42072405349643,1,1,DLMT,False,False,1,False,1,False,1,1,1,1,10,1,1,1,1.4209919999999998,1,False,0.00043231470018959743,True,1.4212599465035696
81,16,1,False,32,512,1,4,512,19,0.4457973500888563,4,256,DLMT,False,True,3,True,256,False,22,1,2048,2,10,8,8,2,0.4508724,1,True,0.008188271358473656,True,0.4559474499111437
82,8,2048,False,8,1,1,128,4,16,2.237544391883543,64,8,DLMT,False,False,7,True,64,True,1,20,8,4,10,1024,16,32,2.2449129999999995,1,False,0.011888782149572787,True,2.252281608116456
83,16,128,False,32,128,16,8,256,1,1.2107310288060644,1024,2,DLMT,False,False,2,False,1024,True,1,30,2048,32,10,32,32,1,1.213622,14,False,0.004664398782265524,True,1.2165129711939355
84,4,4,False,2,32,8,2048,8,1,0.79725711045919,1024,1,DLMT,False,False,13,True,1,False,1,14,256,2,10,1,2,8,0.797441,8,False,0.0002966941185800548,True,0.7976248895408099
85,1,512,False,32,32,128,128,2048,27,0.5717136653104167,1,64,DLMT,True,False,1,False,1,True,1,9,64,2,10,256,2,1,0.5903465,1,True,0.03006289776202554,True,0.6089793346895833
86,1,256,False,4,1,1,2,128,5,0.12048983319593587,8,256,DLMT,False,True,21,True,1,True,5,1,16,2,10,2,4,4,0.1314649,1,True,0.017707574652955728,True,0.14243996680406412
87,1,1024,False,1,64,4,512,2048,29,1.3466128788994038,1024,32,DLMT,False,True,3,False,1,False,1,23,256,8,10,1,32,32,1.346897,1,False,0.00045841138729310236,True,1.3471811211005962
88,8,8,False,32,64,2,2048,128,1,inf,2,8,DLMT,True,True,19,True,8,False,1,2,256,1,1,1,16,4,inf,6,False,inf,False,inf
89,2,1,False,8,2,64,2,512,1,0.9934751120906519,32,128,DLMT,False,False,1,False,2048,True,1,1,1,16,10,1,16,32,0.9988859,27,True,0.008729963338411006,True,1.004296687909348
90,32,2,False,1,32,1024,8,1024,14,0.41674056629888734,2,1,DLMT,False,False,1,False,256,True,1,8,1,2,10,1,16,16,0.42012330000000003,6,True,0.005457826418089889,True,0.4235060337011127
91,2,1,False,8,16,256,1,256,9,0.9730504549452419,8,32,DLMT,True,False,1,False,2048,True,1,20,1024,32,10,2,8,8,0.9817454,13,True,0.014028742731977082,True,0.9904403450547581
92,1,32,False,8,1024,1,4,4,29,0.19799155860333062,32,2,DLMT,False,True,1,True,32,True,1,7,2048,8,10,64,32,2,0.22428419999999996,4,True,0.04242151038046618,True,0.2505768413966693
93,4,16,False,32,64,16,8,64,29,0.475181579466825,8,1,DLMT,False,False,1,True,8,True,7,1,64,2,10,8,4,16,0.48391510000000004,2,False,0.014090981821363611,True,0.4926486205331751
94,8,2048,False,32,32,4,4,4,2,0.4799746325210421,128,1,DLMT,True,False,1,True,2048,True,30,1,1,8,10,8,8,32,0.49716749999999993,5,True,0.027739601937482827,True,0.5143603674789577
95,16,1024,False,32,2,2,2048,1,6,1.2054564123809601,8,16,DLMT,False,False,13,True,512,True,28,1,1024,1,10,1,32,16,1.207813,1,True,0.003802204755138802,True,1.21016958761904
96,1,64,False,32,4,4,256,1,4,0.4609716889538549,1,32,DLMT,True,True,1,True,64,True,1,24,4,16,10,1,4,32,0.4686243,29,True,0.012347002875596978,True,0.4762769110461451
97,2,2048,False,32,256,1,1,32,1,0.8842025271491822,1,16,DLMT,True,False,3,True,1024,True,23,1,2048,2,10,4,2,8,0.8868350999999999,30,False,0.004247489433771445,True,0.8894676728508175
98,16,64,False,4,2,2,1,32,1,1.5191668232973556,512,64,DLMT,True,True,2,True,1024,True,28,1,1,1,10,512,2,16,1.521499,17,False,0.0037628192887780147,True,1.5238311767026442
99,1,1,False,32,256,1,32,2,1,inf,1,4,DLMT,False,False,1,False,1,True,10,1,512,32,1,1,2,2,inf,10,True,inf,False,inf
100,1,1024,False,16,256,2,2,1024,6,1.2923549242926287,8,1024,DLMT,True,False,16,True,256,False,1,30,2048,1,10,1024,8,1,1.292581,1,False,0.0003647588244305952,True,1.2928070757073713
101,1,1,False,2,512,16,32,1,14,0.973968459676857,2048,1024,DLMT,False,False,8,False,2048,True,30,1,1024,4,10,2048,32,2,0.9759815000000002,1,True,0.0032479129683536862,True,0.9779945403231434
102,32,1,False,8,8,1,2048,16,3,1.367194603768957,64,256,DLMT,True,False,28,False,1024,True,17,1,32,32,10,2048,16,8,1.371013,1,False,0.006160740296425419,True,1.374831396231043
103,4,128,False,2,512,1,4,1024,11,0.5139427248485143,8,128,DLMT,True,True,1,True,8,True,1,11,512,16,10,2048,2,1,0.5197854,5,True,0.009426786029183,True,0.5256280751514856
104,2,2048,False,2,256,1024,128,1,10,0.7846146890962473,1,256,DLMT,False,False,8,True,1,False,1,7,1,16,10,1024,32,4,0.7847642,1,False,0.00024122636671805548,True,0.7849137109037527
105,8,1,False,8,2048,1,512,1024,1,0.7072014115173966,4,16,DLMT,False,True,6,True,512,True,2,1,2048,16,10,2048,16,2,0.709058,18,True,0.002995487840068769,True,0.7109145884826034
106,32,1024,False,2,16,1,64,32,3,1.4058099771135042,32,32,DLMT,True,False,6,False,256,False,27,1,1024,8,10,1,4,16,1.4059050000000002,1,False,0.00015331340450201562,True,1.4060000228864962
107,16,1,False,1,1,4,1,1,1,0.7918060178665738,512,2,DLMT,False,True,12,False,1,False,1,7,512,4,10,8,8,4,0.8086502,8,True,0.027177020233277963,True,0.8254943821334262
108,16,256,False,8,2048,1,256,64,25,0.4859746958279846,8,128,DLMT,False,True,2,False,64,True,4,1,1,32,10,1,1,1,0.4938987,1,True,0.012784878482410396,True,0.5018227041720155
109,8,16,False,16,1024,1,16,512,1,0.9489905643301065,16,8,DLMT,False,False,4,False,1,False,1,18,2048,4,10,1,4,4,0.9490470999999999,21,False,9.121671995855847e-05,True,0.9491036356698933
110,1,2048,False,2,1,1,8,16,1,1.1911431348291277,4,32,DLMT,False,True,6,True,512,False,1,16,1,1,10,8,32,16,1.191304,14,False,0.00025954575704487364,True,1.1914648651708721
111,32,1,False,4,1,128,2,2048,1,0.9504935913470016,64,512,DLMT,False,False,4,True,1024,True,30,1,64,1,10,16,1,8,0.9538739999999999,24,False,0.005454075100326371,True,0.9572544086529982
112,32,2048,False,4,1,32,256,2048,1,0.44274791763969024,4,2048,DLMT,True,False,5,False,1,True,1,10,32,16,10,256,32,32,0.44478,24,True,0.0032786360883757643,True,0.4468120823603098
113,4,1024,False,32,2048,128,8,2048,9,0.5560237749670329,1024,4,DLMT,False,True,1,True,1024,True,1,25,1,8,10,128,4,8,0.5630612000000002,12,True,0.01135443923582314,True,0.5700986250329674
114,16,4,False,1,4,32,512,32,1,2.939522934571341,64,4,DLMT,False,False,1,True,2048,True,1,5,64,16,10,1024,4,4,2.944592,16,True,0.00817861577530086,True,2.9496610654286592
115,1,16,False,32,4,1,1,16,20,0.7701998579161013,256,1,DLMT,False,False,1,True,256,True,15,1,512,8,10,4,16,1,0.7723106000000001,6,False,0.003405548566677607,True,0.7744213420838988
116,32,128,False,32,1,4,64,16,22,1.3126700915541454,16,8,DLMT,True,True,4,True,2048,False,30,1,1,32,10,128,4,1,1.313001,1,False,0.0005338998033338889,True,1.3133319084458548
117,4,2048,False,8,512,1024,2,1,2,0.6939164069056164,2048,4,DLMT,False,False,24,True,2048,False,1,14,1024,2,10,32,16,2,0.6940276,1,False,0.0001794030100081998,True,0.6941387930943835
118,32,4,False,2,8,16,4,32,5,1.9078431783836007,1,1,DLMT,False,True,1,False,8,False,6,1,2048,32,10,2048,1,1,1.908,23,False,0.00025302173819655085,True,1.908156821616399
119,2,1,False,1,1,128,4,1024,30,inf,1024,2048,DLMT,True,True,1,False,1024,False,29,1,1,32,1,64,8,4,inf,1,False,inf,False,inf
120,4,64,False,8,256,16,2,128,26,inf,4,32,DLMT,False,True,1,False,512,False,14,1,256,1,1,256,4,32,inf,1,False,inf,False,inf
121,16,1,False,2,512,2,8,32,3,0.21258949472650673,8,32,DLMT,True,True,1,True,32,True,1,29,512,1,10,128,1,2,0.2161825,29,True,0.00579708627243031,True,0.21977550527349327
122,32,128,False,16,1,16,1,64,1,0.8058144578544654,1,4,DLMT,True,False,30,False,2048,False,1,21,4,8,10,1,1,16,0.8245047,1,True,0.0301555210535318,True,0.8431949421455346
123,1,64,False,16,512,16,64,64,2,1.1263528528374402,64,1,DLMT,True,True,1,False,256,True,1,1,512,16,10,2048,1,32,1.128579,22,True,0.0035917473463483156,True,1.1308051471625598
124,1,1,False,32,1,2048,16,2048,6,inf,8,2048,DLMT,True,True,4,False,2048,False,1,22,1,4,1,16,4,32,inf,1,False,inf,False,inf
125,1,256,False,4,512,32,1,1,12,0.9840366668897691,512,128,DLMT,False,False,1,True,2048,False,1,30,2048,32,10,512,16,4,0.9850220999999999,10,False,0.0015899338634043833,True,0.9860075331102307
126,32,2048,False,2,32,512,1024,1,2,0.8662184520259836,64,1024,DLMT,True,False,1,True,128,False,7,1,64,2,10,2048,32,8,0.8707235000000001,24,True,0.007268609361494129,True,0.8752285479740166
127,16,64,False,2,1,128,8,256,1,0.45594141144215605,1024,32,DLMT,True,False,12,True,2048,True,13,1,2,1,10,8,1,32,0.46707599999999994,2,True,0.01796495289167216,True,0.4782105885578438
128,32,64,False,32,1024,2048,32,2048,1,0.7822410044263269,16,32,DLMT,True,True,7,True,1024,True,14,1,2048,32,10,256,32,32,0.7836398,17,True,0.0022568679979121397,True,0.7850385955736731
129,16,16,False,16,4,1,1,128,1,0.9160557307965315,1,2,DLMT,False,False,23,True,32,True,1,24,64,8,10,128,16,32,0.9306413000000001,3,False,0.023532891429019095,True,0.9452268692034688
130,2,4,False,1,4,256,1,512,1,inf,8,2,DLMT,False,False,24,True,8,False,1,15,4,16,1,16,2,16,inf,5,False,inf,False,inf
131,2,128,False,16,4,1024,512,2048,19,2.684937488739591,4,128,DLMT,False,False,1,False,1,False,1,30,2048,2,10,1,2,8,2.693832,6,True,0.014350730155640085,True,2.702726511260409
132,2,128,False,4,32,4,64,1024,28,1.8787661860277973,1,2,DLMT,True,True,1,False,2048,True,1,28,64,1,10,1,1,16,1.8813929999999999,2,False,0.004238197848142539,True,1.8840198139722024
133,16,1,False,16,32,512,512,1,18,inf,2,2048,DLMT,False,True,1,False,64,False,1,21,2048,1,1,2048,2,8,inf,4,False,inf,False,inf
134,1,2048,False,16,4,1,8,32,28,0.8823669520164072,8,64,DLMT,False,False,1,False,2048,False,1,1,512,32,10,8,2,4,0.9018567000000001,3,True,0.03144547304796034,True,0.9213464479835929
135,16,64,False,1,64,512,1,2048,1,1.2063667316624869,16,2,DLMT,True,True,30,False,512,True,1,30,1,4,10,1024,8,32,1.21461,2,False,0.013299990977440562,True,1.222853268337513
136,32,64,False,16,2048,128,512,512,1,1.1684576727176332,32,2,DLMT,False,False,2,True,1024,True,1,30,1,16,10,2048,4,32,1.1706029999999998,3,False,0.0034613495922833455,True,1.1727483272823664
137,1,128,False,1,2048,4,4,32,4,0.956455797821522,32,8,DLMT,True,True,25,True,1024,True,8,1,2048,1,10,4,32,4,0.9610321,1,False,0.007383573504069691,True,0.9656084021784779
138,16,2048,False,8,4,32,1,32,1,0.41578944923327776,256,128,DLMT,True,True,6,True,2048,True,30,1,128,32,10,1,32,16,0.4312417,5,True,0.024931227198234745,True,0.44669395076672225
139,16,2048,False,32,16,4,1,256,7,0.6851274120005464,32,16,DLMT,False,True,1,False,2048,False,20,1,64,8,10,1,1,8,0.7056324,6,True,0.03308349846434019,True,0.7261373879994537
140,8,16,False,1,1024,128,8,1,13,0.44457292209389127,1,2,DLMT,False,False,1,True,16,True,25,1,2048,1,10,64,4,1,0.45195100000000005,9,False,0.011904061054950944,True,0.45932907790610883
