id,T2_K,T2_J,T2_I,mean_confidence_interval_inf,RT_K,T1_I,T1_J,T1_K,technique,VEC2,VEC1,SCR,ACOPY_x,ACOPY_y,U1_I,RT_J,runs,mean_confidence_interval_sup,cost_std,U_K,U_J,U_I,correct_result,cost_mean,RT_I
102,512,128,2048,inf,32,16,64,128,RS,True,False,False,True,True,26,1,1,inf,inf,1,14,24,False,inf,1
103,256,512,1,0.13165085674354443,1,128,64,256,RS,True,True,False,False,False,11,8,35,0.13169211468502695,6.22677955876627e-05,7,1,23,True,0.1316714857142857,1
104,512,2048,1,0.2746803308094966,1,16,256,512,RS,False,False,True,True,True,11,1,35,0.2747265834762177,6.980599354420633e-05,25,29,1,True,0.27470345714285715,32
105,1,128,1024,0.10859851945758048,8,64,128,128,RS,True,False,False,False,True,27,1,35,0.10862428054241954,3.887944737996389e-05,27,1,4,True,0.10861140000000001,8
106,256,512,512,inf,1,32,1,128,RS,True,True,False,True,True,13,32,1,inf,inf,17,25,1,False,inf,1
107,256,512,256,0.21241928885099481,8,256,32,64,RS,True,True,False,False,False,16,1,35,0.21245282543471944,5.0614477238457906e-05,29,10,1,True,0.21243605714285713,1
108,128,64,64,0.2200503776317852,8,16,16,16,RS,True,True,True,False,True,20,1,35,0.22027733665392912,0.0003425337641632362,1,3,12,True,0.22016385714285716,1
109,512,1024,1,0.1593078118287754,1,64,32,32,RS,True,True,True,False,True,26,1,35,0.15933750245693884,4.481003896267859e-05,15,1,8,True,0.15932265714285712,1
110,2048,1,1,0.1212113091168843,8,16,32,512,RS,True,True,True,True,False,26,8,35,0.12124131945454428,4.529255468842827e-05,30,1,5,True,0.12122631428571429,1
111,1,1024,1024,inf,1,16,512,64,RS,True,False,False,True,True,1,32,1,inf,inf,1,14,22,False,inf,1
112,64,1024,256,0.31178664386451743,8,16,256,16,RS,True,True,True,True,True,27,1,35,0.3118887847069112,0.0001541542032101229,26,1,19,True,0.31183771428571433,1
113,2048,256,128,0.11826649855693566,1,32,128,512,RS,True,False,False,True,False,5,1,35,0.11831064430020721,6.662615776074176e-05,10,1,17,True,0.11828857142857144,8
114,512,128,512,0.1989791557124802,1,64,64,512,RS,False,False,True,False,True,28,1,35,0.19900615857323406,4.0753575027856624e-05,12,22,1,True,0.19899265714285713,1
115,64,1,1024,0.12088372527890635,8,64,128,64,RS,False,False,False,False,False,1,8,35,0.12090776043537936,3.627462147652748e-05,4,1,4,True,0.12089574285714286,1
116,256,1024,1024,inf,32,32,256,32,RS,False,False,True,False,True,2,1,1,inf,inf,1,4,29,False,inf,1
117,1024,256,128,0.09482724244109403,1,32,32,512,RS,True,True,False,False,True,11,8,35,0.09486208898747739,5.259151448587788e-05,12,27,1,True,0.09484466571428571,8
118,64,1,256,0.11486088367799316,8,256,1,32,RS,True,False,False,False,False,1,1,35,0.11498180203629252,0.0001824938265659801,1,15,30,True,0.11492134285714284,8
119,64,1024,256,0.15117789981899568,1,32,128,1,RS,False,False,True,True,False,4,8,35,0.15127901446671857,0.00015260543762211066,19,1,22,True,0.15122845714285713,1
120,1024,256,1024,0.24536441391234226,1,16,1,256,RS,False,False,False,False,True,4,1,35,0.2453906718019434,3.962924090484202e-05,9,24,1,True,0.24537754285714283,1
121,2048,1024,256,0.18428000479498569,8,32,16,256,RS,False,False,True,True,False,23,1,35,0.18434730949072864,0.00010157838433084818,19,12,1,True,0.18431365714285716,1
122,512,128,2048,0.16142538900966133,1,128,16,512,RS,False,True,True,True,True,25,8,35,0.16166381099033864,0.0003598340252314742,1,4,5,True,0.16154459999999998,1
123,1024,512,128,0.2687669925904749,1,128,16,64,RS,True,True,True,False,True,13,1,35,0.26897100740952506,0.00030790564417412515,1,7,24,True,0.26886899999999997,32
124,512,2048,512,0.10361375705716744,8,256,16,16,RS,False,False,True,True,True,21,1,35,0.10363287151426115,2.8848145697844972e-05,7,1,25,True,0.1036233142857143,8
125,2048,1,1,0.12187936878681696,1,32,128,32,RS,False,True,False,True,False,28,8,35,0.12194034549889732,9.202799041817677e-05,1,7,8,True,0.12190985714285714,8
126,1,2048,1024,0.17473961083670317,1,128,32,256,RS,False,False,True,True,False,10,1,35,0.1748238177347254,0.00012708772480423886,24,15,1,True,0.1747817142857143,1
127,64,1,1,0.10023056773905258,1,128,64,32,RS,True,False,True,False,True,10,1,35,0.1003841751180903,0.00023182913482800607,1,13,6,True,0.10030737142857143,8
128,1,1024,1,inf,32,1,512,512,RS,False,True,True,False,True,26,1,1,inf,inf,21,1,8,False,inf,1
129,1,512,128,0.20197404790559964,1,32,32,128,RS,True,True,True,True,True,28,1,35,0.20202292352297174,7.37646339683859e-05,1,28,25,True,0.2019984857142857,1
130,1024,1024,128,0.11749328526066738,1,32,16,256,RS,True,False,True,False,False,7,1,35,0.11751654331076122,3.510178784911246e-05,1,13,14,True,0.1175049142857143,1
131,256,128,64,0.1328684663955913,1,1,16,32,RS,False,False,True,False,False,14,32,35,0.13302376217583728,0.00023437732355311035,30,1,12,True,0.1329461142857143,1
132,256,64,128,0.2681244035095305,1,128,64,64,RS,False,True,False,True,True,26,1,35,0.26817833934761237,8.140167977005996e-05,19,9,1,True,0.26815137142857143,1
133,64,1,256,0.2487144769976679,1,1,32,64,RS,True,True,True,True,True,30,1,35,0.24888969443090353,0.00026444371493258595,9,17,1,True,0.24880208571428572,32
134,512,1,2048,0.15490843967361786,8,32,256,32,RS,True,False,False,False,False,26,1,35,0.15496847461209648,9.060663578888558e-05,1,30,27,True,0.15493845714285717,1
135,2048,128,1,0.13039714499697386,1,64,128,256,RS,False,False,False,False,False,24,1,35,0.13042622643159757,4.389062472528148e-05,12,1,9,True,0.1304116857142857,8
136,128,128,1024,0.09425522929644944,8,16,32,1,RS,False,False,True,False,False,5,1,35,0.094274582132122,2.920791421962939e-05,1,20,8,True,0.09426490571428572,1
137,512,128,512,0.27335834190145336,1,512,32,32,RS,False,True,False,False,True,10,8,35,0.2733927438128324,5.192045721631631e-05,10,12,1,True,0.2733755428571429,1
138,64,2048,2048,0.19307417411444253,1,512,128,32,RS,False,True,True,True,False,21,1,35,0.1931241687427003,7.5453480735496e-05,1,4,18,True,0.19309917142857141,1
139,256,128,512,0.1458184075865876,1,16,1,32,RS,False,False,True,False,True,13,1,35,0.1458535924134124,5.310205807149475e-05,1,11,13,True,0.145836,1
140,64,128,2048,0.21069010744298905,1,256,16,1,RS,False,False,True,True,True,4,1,35,0.2108603496998681,0.00025693502076976267,1,7,20,True,0.21077522857142858,1
141,64,2048,512,0.10988398069498903,1,32,32,1,RS,True,False,False,True,False,3,1,35,0.10991773359072526,5.094094219620244e-05,1,13,27,True,0.10990085714285715,8
142,64,1,2048,0.20373331932553282,8,512,256,16,RS,False,True,True,False,True,2,1,35,0.20377033781732432,5.586948347419608e-05,22,1,5,True,0.20375182857142857,1
143,512,128,2048,inf,1,512,1,32,RS,False,True,True,True,True,6,32,1,inf,inf,1,12,27,False,inf,1
144,512,512,128,0.3749485593416949,1,64,16,16,RS,False,True,True,True,True,6,1,35,0.37504298351544796,0.0001425079618255496,6,1,30,True,0.37499577142857143,1
145,256,512,1024,0.21535932466176297,8,512,32,32,RS,False,True,False,True,False,13,1,35,0.2163299324810942,0.0014648721462632703,1,25,29,True,0.21584462857142858,1
146,1024,64,1024,0.24555131094010996,1,16,1,512,RS,False,True,False,False,True,8,1,35,0.24559480334560435,6.564011963823881e-05,7,14,1,True,0.24557305714285715,1
147,1,2048,2048,0.13397637510873825,8,1,1,32,RS,True,False,True,True,True,18,1,35,0.13400448203411894,4.241986442645691e-05,8,1,18,True,0.1339904285714286,1
148,1024,2048,1024,0.2526788956003484,1,256,16,1,RS,False,False,False,False,True,29,1,35,0.2529187615425087,0.0003620132977600423,21,1,15,True,0.25279882857142855,32
149,512,256,512,inf,1,16,32,512,RS,True,True,False,True,False,23,32,1,inf,inf,1,11,10,False,inf,1
150,128,1,512,inf,32,32,16,64,RS,False,False,False,False,True,26,1,1,inf,inf,1,11,16,False,inf,1
151,1,1,512,0.11301077032336111,1,64,1,1,RS,False,True,True,True,True,18,1,35,0.11303585824806746,3.78634927289167e-05,17,1,7,True,0.11302331428571429,1
152,2048,1,64,0.12598116520539218,1,16,256,32,RS,True,True,True,False,True,2,8,35,0.12615003479460782,0.00025486334713780643,1,21,15,True,0.1260656,1
153,256,1024,512,0.110020179149616,1,1,256,16,RS,True,False,False,True,False,23,1,35,0.11008913513609829,0.0001040705647576657,1,15,8,True,0.11005465714285714,8
154,512,2048,512,0.17516811659224785,8,32,32,1,RS,False,True,True,True,False,15,1,35,0.17519845483632362,4.578744146508328e-05,17,23,1,True,0.17518328571428574,1
155,256,128,2048,0.23887481567705132,8,64,32,128,RS,False,False,True,True,True,1,1,35,0.23956872718009153,0.0010472732781770355,1,10,29,True,0.23922177142857143,1
156,512,512,256,0.2838126079409828,8,1,128,16,RS,False,True,True,True,True,14,1,35,0.2838668206304458,8.181951266697757e-05,17,14,1,True,0.2838397142857143,1
157,64,1024,1024,0.21313925717054774,1,16,16,64,RS,True,False,True,True,False,14,1,35,0.21340457140088084,0.0004004206624773175,1,24,5,True,0.2132719142857143,1
158,2048,2048,1024,0.10157515655379738,1,128,256,64,RS,True,False,False,False,True,6,8,35,0.10160724344620263,4.84265570588222e-05,13,26,1,True,0.1015912,8
159,512,1024,1024,0.1220443137923734,1,256,1,1,RS,True,False,False,False,True,28,1,35,0.12207408620762658,4.493347463592319e-05,13,1,13,True,0.12205919999999999,1
160,1024,1024,2048,0.127314376405167,8,1,32,64,RS,False,False,False,False,False,16,8,35,0.1273341950234044,2.991088805919811e-05,16,1,3,True,0.1273242857142857,1
161,1024,256,512,0.24186059651779707,8,32,1,16,RS,True,False,True,False,True,22,1,35,0.2419762034822029,0.0001744777022184478,6,1,20,True,0.24191839999999998,1
162,256,256,1,0.1671449485621807,1,512,16,1,RS,True,False,False,True,True,6,1,35,0.1671774514378193,4.905437216570535e-05,29,1,12,True,0.1671612,1
163,512,1,512,0.10505781418060094,1,16,256,1,RS,True,False,False,True,False,25,1,35,0.1050845286765419,4.03183656941204e-05,1,25,18,True,0.10507117142857142,8
164,64,2048,256,0.11326187345340784,1,16,1,16,RS,True,True,False,False,False,30,1,35,0.11330932654659213,7.161771528649349e-05,24,17,1,True,0.11328559999999999,8
165,1,256,1,0.13971370072041792,1,512,64,512,RS,False,True,False,True,True,23,8,35,0.13993355642243924,0.0003318132078413356,15,1,11,True,0.13982362857142858,1
166,2048,512,2048,0.17065275281223558,1,128,64,64,RS,True,False,True,False,False,2,32,35,0.17070793290205005,8.327954400079175e-05,12,3,1,True,0.1706803428571428,1
167,256,512,1,0.10703777908082558,8,128,1,128,RS,True,False,True,True,False,29,8,35,0.10706136377631724,3.559477145736485e-05,23,1,5,True,0.10704957142857141,1
168,2048,256,64,0.11303240439495733,1,1,32,16,RS,False,True,False,False,False,7,1,35,0.11306182417647125,4.440126859743087e-05,25,2,1,True,0.11304711428571429,8
169,1,1,1,0.23570590319748638,1,256,16,64,RS,False,False,True,False,True,13,1,35,0.23580621108822789,0.00015138785436414587,7,1,28,True,0.23575605714285713,32
170,64,64,128,0.12391782588327865,8,64,1,16,RS,False,False,False,True,False,6,1,35,0.12404948840243563,0.000198709255353809,1,18,18,True,0.12398365714285714,8
171,1024,1024,256,0.14334264528417873,1,32,32,16,RS,False,False,False,False,True,20,1,35,0.14339826900153552,8.394908077677125e-05,18,1,22,True,0.14337045714285712,8
