id,T2_K,T2_J,T2_I,mean_confidence_interval_inf,RT_K,T1_I,T1_J,T1_K,technique,VEC2,VEC1,SCR,ACOPY_x,ACOPY_y,U1_I,RT_J,runs,mean_confidence_interval_sup,cost_std,U_K,U_J,U_I,correct_result,cost_mean,RT_I
54,1,1,256,inf,1,32,64,16,RS,False,False,False,True,False,4,1,1,inf,inf,1,5,24,False,inf,8
55,1024,128,2048,inf,1,1,64,64,RS,True,True,True,True,False,28,32,1,inf,inf,25,23,1,False,inf,1
56,512,2048,1024,inf,8,128,128,512,RS,True,True,True,False,False,3,1,1,inf,inf,4,5,1,False,inf,8
57,2048,256,1024,inf,1,1,64,32,RS,True,True,True,False,True,4,32,1,inf,inf,9,24,1,False,inf,1
58,2048,1,2048,inf,8,512,16,1,RS,True,False,True,True,True,22,8,1,inf,inf,1,1,20,False,inf,1
59,512,256,2048,inf,1,32,64,256,RS,True,False,True,True,True,28,1,1,inf,inf,9,1,24,False,inf,1
60,256,1024,128,inf,1,128,1,128,RS,True,True,True,False,True,24,1,1,inf,inf,29,23,1,False,inf,1
61,512,1,1024,inf,1,512,32,16,RS,True,False,True,False,True,25,1,1,inf,inf,1,26,10,False,inf,8
62,256,64,1024,inf,8,128,1,32,RS,True,True,False,False,False,14,1,1,inf,inf,6,1,24,False,inf,1
63,256,512,128,inf,32,32,1,64,RS,False,False,False,False,False,22,1,1,inf,inf,1,6,18,False,inf,1
64,128,256,2048,inf,1,512,32,16,RS,True,False,True,False,True,7,1,1,inf,inf,23,18,1,False,inf,8
65,512,1,512,inf,1,16,32,128,RS,False,False,False,False,False,10,1,1,inf,inf,7,1,29,False,inf,1
66,1,256,128,inf,8,16,64,64,RS,True,True,False,False,False,15,1,1,inf,inf,6,14,1,False,inf,8
67,1,1024,1024,inf,1,16,1,32,RS,True,False,True,True,True,26,1,1,inf,inf,17,8,1,False,inf,1
68,512,64,1024,inf,32,16,32,16,RS,True,True,False,True,True,24,1,1,inf,inf,1,7,24,False,inf,1
69,2048,1,1024,inf,32,32,128,16,RS,False,False,False,False,False,1,1,1,inf,inf,6,15,1,False,inf,1
70,1024,64,128,inf,1,64,64,64,RS,True,False,True,False,False,20,1,1,inf,inf,12,3,1,False,inf,1
71,128,1,2048,inf,1,256,1,32,RS,True,False,False,True,True,2,32,1,inf,inf,15,1,11,False,inf,1
72,1,512,128,inf,1,64,16,512,RS,True,False,True,False,True,8,1,1,inf,inf,11,16,1,False,inf,8
73,1024,2048,128,inf,1,32,128,32,RS,False,True,True,False,False,8,8,1,inf,inf,15,7,1,False,inf,8
74,512,1024,256,inf,32,1,16,512,RS,False,False,True,False,False,4,1,1,inf,inf,25,9,1,False,inf,1
75,512,512,2048,inf,1,64,512,64,RS,True,False,False,True,True,28,8,1,inf,inf,26,1,17,False,inf,1
76,1024,1,256,inf,32,32,16,256,RS,False,True,True,False,True,3,1,1,inf,inf,29,12,1,False,inf,1
77,1,1024,1,inf,8,256,32,512,RS,True,True,True,True,False,14,8,1,inf,inf,9,1,2,False,inf,1
78,2048,512,1024,inf,1,128,64,64,RS,False,True,False,False,True,21,1,1,inf,inf,7,4,1,False,inf,1
79,2048,1024,1024,inf,1,128,128,512,RS,True,False,False,True,True,15,8,1,inf,inf,1,20,27,False,inf,8
80,2048,1,1024,inf,1,1,256,128,RS,False,True,False,False,False,23,1,1,inf,inf,25,22,1,False,inf,1
81,1024,1024,512,inf,8,64,512,512,RS,False,False,False,False,False,15,1,1,inf,inf,24,17,1,False,inf,1
82,256,1024,1,inf,1,512,32,16,RS,True,True,True,True,False,8,8,1,inf,inf,4,1,12,False,inf,8
83,512,512,64,inf,1,1,1,32,RS,True,True,True,True,False,14,32,1,inf,inf,1,27,8,False,inf,1
84,2048,512,128,inf,8,1,64,128,RS,True,True,True,False,False,15,1,1,inf,inf,26,1,22,False,inf,8
85,2048,1,512,inf,1,64,16,256,RS,False,False,False,True,True,25,1,1,inf,inf,21,1,10,False,inf,1
86,256,2048,1,inf,8,64,512,64,RS,True,False,False,True,False,20,8,1,inf,inf,1,25,19,False,inf,1
87,2048,1,512,inf,1,1,256,128,RS,False,False,True,False,False,11,1,1,inf,inf,8,26,1,False,inf,1
88,1024,2048,512,inf,1,512,128,64,RS,False,True,True,False,False,17,8,1,inf,inf,5,26,1,False,inf,1
89,128,512,2048,inf,8,32,1,128,RS,False,True,False,True,True,2,1,1,inf,inf,8,1,18,False,inf,1
90,1024,64,256,inf,8,256,1,128,RS,False,False,True,True,False,2,1,1,inf,inf,23,1,25,False,inf,8
91,512,256,1024,inf,8,128,128,512,RS,True,True,False,False,False,18,1,1,inf,inf,26,1,15,False,inf,8
92,512,1,512,inf,1,256,64,256,RS,True,False,True,True,False,22,8,1,inf,inf,18,22,1,False,inf,1
93,512,64,1,inf,32,256,1,1,RS,False,True,True,True,True,21,1,1,inf,inf,11,1,11,False,inf,1
94,256,1024,128,inf,32,128,1,1,RS,True,True,False,True,False,10,1,1,inf,inf,9,2,1,False,inf,1
95,2048,1024,512,inf,1,16,1,32,RS,True,True,True,False,False,17,1,1,inf,inf,15,1,21,False,inf,32
96,2048,256,2048,inf,1,1,1,256,RS,False,False,False,True,False,11,8,1,inf,inf,24,1,27,False,inf,1
97,512,128,2048,inf,1,16,16,512,RS,True,False,False,False,False,23,32,1,inf,inf,9,6,1,False,inf,1
98,512,128,64,inf,1,32,128,64,RS,True,True,True,True,False,24,1,1,inf,inf,1,9,16,False,inf,1
99,128,2048,1,inf,8,512,1,64,RS,True,True,False,True,True,16,1,1,inf,inf,29,1,4,False,inf,1
100,2048,512,1,inf,1,512,512,32,RS,True,False,False,False,False,25,32,1,inf,inf,21,1,16,False,inf,1
101,1,1,1,inf,1,1,1,1,RS,False,False,False,False,False,1,1,1,inf,inf,1,1,1,False,inf,1
