id,T2_K,T2_J,T2_I,mean_confidence_interval_inf,RT_K,baseline,T1_J,T1_K,technique,VEC2,VEC1,SCR,ACOPY_x,ACOPY_y,U1_I,RT_J,T1_I,runs,RT_I,U_K,U_J,U_I,cost_std,correct_result,cost_mean,mean_confidence_interval_sup
39,2048,1,512,inf,1,False,512,16,SIMA,True,True,True,True,True,13,32,128,1,1,1,19,9,inf,False,inf,inf
40,2048,1,128,inf,1,False,256,1,SIMA,False,True,True,True,False,13,32,32,1,1,1,19,11,inf,False,inf,inf
41,2048,1,128,inf,1,False,256,16,SIMA,True,False,True,True,True,13,32,32,1,1,1,19,9,inf,False,inf,inf
42,2048,1,512,inf,1,False,512,16,SIMA,False,True,True,True,False,13,32,32,1,1,1,19,10,inf,False,inf,inf
43,2048,1,512,0.2148363679397709,1,False,512,16,SIMA,False,True,False,True,False,12,1,32,35,1,1,20,10,0.00032850560334425383,True,0.21494519999999998,0.21505403206022905
44,1024,1,128,0.20350769073051753,32,False,256,16,SIMA,False,True,True,True,False,12,1,32,35,1,1,18,11,0.00031450875721885334,True,0.20361188571428573,0.20371608069805394
45,2048,1,512,0.1291460804799982,1,False,256,32,SIMA,True,False,True,False,True,12,1,64,35,1,1,20,9,3.563366901326864e-05,True,0.12915788571428571,0.12916969094857322
46,1024,1,256,0.12236144881548601,8,False,256,32,SIMA,True,True,True,False,True,12,1,64,35,1,1,18,9,3.917891977967339e-05,True,0.12237442857142856,0.12238740832737112
47,1024,1,512,0.12084673289118358,32,False,512,16,SIMA,False,False,True,False,False,12,1,64,35,1,1,20,10,4.573824372202735e-05,True,0.1208618857142857,0.12087703853738782
48,2048,1,256,0.16898957610244025,8,False,256,1,SIMA,True,True,True,True,False,13,1,32,35,1,1,18,11,4.224438134358087e-05,True,0.16900357142857145,0.16901756675470264
49,1024,1,512,0.10396514287967813,1,False,128,16,SIMA,True,False,True,True,False,14,8,64,35,8,1,20,10,3.441041607847613e-05,True,0.10397654285714286,0.10398794283460759
50,2048,1,256,0.13887680789155862,1,False,128,32,SIMA,True,True,True,False,True,13,32,128,35,1,1,20,9,4.439071423399356e-05,True,0.13889151428571428,0.13890622067986994
51,2048,1,512,0.22365468155932702,32,False,256,32,SIMA,True,True,False,True,False,14,1,32,35,1,1,20,11,5.3827434018918886e-05,True,0.2236725142857143,0.22369034701210158
52,2048,1,256,0.11341176097097017,8,False,256,1,SIMA,True,True,False,True,True,13,1,32,35,8,1,20,9,4.660214587333866e-05,True,0.11342719999999999,0.11344263902902982
53,2048,1,256,0.14597951943346035,32,False,128,32,SIMA,False,False,False,False,False,13,1,64,35,1,1,18,11,4.0086905592723805e-05,True,0.1459928,0.14600608056653966
54,1024,1,256,0.20092344846095284,32,False,512,32,SIMA,False,False,True,True,False,12,1,64,35,1,1,20,11,3.3488030149075614e-05,True,0.20093454285714285,0.20094563725333286
55,2048,1,128,0.2055838264812225,32,False,512,16,SIMA,False,True,False,True,False,13,1,32,35,1,1,19,10,3.950506038368272e-05,True,0.2055969142857143,0.2056100020902061
56,2048,1,256,0.12724864433250432,1,False,256,1,SIMA,True,True,True,False,True,12,1,64,35,1,1,18,10,3.4707877127446695e-05,True,0.12726014285714288,0.12727164138178143
57,2048,1,256,0.17547183843797062,1,False,512,32,SIMA,True,True,True,True,False,13,1,64,35,1,1,18,10,2.3514233639934814e-05,True,0.1754796285714286,0.17548741870488657
58,1024,1,256,0.14949608816462395,1,False,256,1,SIMA,True,True,False,True,True,14,8,64,35,1,1,19,11,5.630850879987257e-05,True,0.14951474285714283,0.14953339754966172
59,2048,1,512,0.14771711969651496,32,False,128,1,SIMA,True,True,False,False,False,14,1,128,35,1,1,19,10,3.249683187070201e-05,True,0.14772788571428574,0.14773865173205653
60,2048,1,512,0.18688239086285363,8,False,128,1,SIMA,True,False,False,True,False,14,1,32,35,1,1,19,11,9.161638744776899e-05,True,0.18691274285714288,0.18694309485143212
61,2048,1,512,0.21357450577167397,1,False,256,1,SIMA,False,False,True,True,True,14,1,32,35,1,1,20,11,0.0001735442306733369,True,0.213632,0.213689494228326
62,2048,1,256,0.1270075331955926,8,False,256,32,SIMA,False,True,True,False,True,12,1,32,35,1,1,18,10,4.056281598726247e-05,True,0.1270209714285714,0.12703440966155022
63,2048,1,256,0.09063632815510964,8,False,128,16,SIMA,True,True,True,True,False,13,1,128,35,8,1,20,11,0.0001680606811207653,True,0.09069200571428572,0.0907476832734618
64,2048,1,256,0.18072034680474777,1,False,128,16,SIMA,False,True,True,True,False,14,1,256,35,1,1,19,10,7.294865960917894e-05,True,0.18074451428571428,0.1807686817666808
65,2048,1,256,0.20287615974566556,32,False,256,16,SIMA,True,True,False,True,False,13,1,256,35,1,1,20,11,5.695486218515932e-05,True,0.20289502857142858,0.2029138973971916
66,1024,1,128,0.12433627638322274,1,False,128,32,SIMA,False,True,False,True,False,14,8,64,35,8,1,19,11,6.358838297188751e-05,True,0.12435734285714287,0.12437840933106299
67,2048,1,512,0.09991020063676812,1,False,128,32,SIMA,True,True,True,False,False,13,1,64,35,8,1,21,11,5.238135624086609e-05,True,0.09992755428571429,0.09994490793466046
68,2048,1,512,0.13405668781998206,1,False,256,16,SIMA,True,True,False,True,False,12,8,256,35,1,1,21,11,4.552932224043776e-05,True,0.13407177142857143,0.1340868550371608
69,1024,1,128,0.1240589290634853,1,False,128,16,SIMA,True,True,True,True,False,13,8,64,35,1,1,21,12,5.006188822908315e-05,True,0.12407551428571428,0.12409209950794327
70,1024,64,128,0.08979453285357678,8,False,64,32,SIMA,True,False,True,False,False,12,1,128,35,8,1,19,12,4.4729328003821605e-05,True,0.08980935142857142,0.08982417000356607
71,2048,1,64,0.09402656306743251,8,False,32,64,SIMA,True,False,True,False,False,11,1,64,35,8,1,18,13,3.811824738459987e-05,True,0.09403919142857142,0.09405181978971033
72,1024,128,256,0.10317214113220123,1,False,64,16,SIMA,True,False,True,True,False,13,1,128,35,8,1,18,11,5.0197942880039e-05,True,0.10318877142857145,0.10320540172494168
73,1024,128,256,inf,32,False,64,32,SIMA,False,True,True,False,True,12,1,128,1,1,1,19,11,inf,False,inf,inf
74,1024,64,256,0.2770449279302754,1,False,32,64,SIMA,True,True,True,False,False,12,1,256,35,32,1,20,12,0.0002816245814874087,True,0.27713822857142856,0.2772315292125817
75,2048,128,256,0.09605886648437559,1,False,128,64,SIMA,True,True,True,False,False,12,1,128,35,8,1,20,11,7.018988856767692e-05,True,0.09608212,0.0961053735156244
76,512,1,256,0.19139095163123998,8,False,32,32,SIMA,True,True,False,True,True,11,1,64,35,1,1,18,13,0.00020143439505259495,True,0.19145768571428573,0.19152441979733148
77,2048,128,256,0.09339476215225781,1,False,64,32,SIMA,True,False,True,True,False,13,8,128,35,8,1,19,13,4.332139123776629e-05,True,0.09340911428571429,0.09342346641917076
78,1024,128,256,0.2341629417456894,8,False,32,16,SIMA,True,False,False,False,True,13,1,128,35,1,1,19,13,6.037262523322136e-05,True,0.23418294285714286,0.2342029439685963
79,2048,1,128,0.11442182918255248,8,False,128,64,SIMA,True,True,False,False,False,13,1,64,35,8,1,19,11,4.622376807113174e-05,True,0.11443714285714286,0.11445245653173325
80,1024,1,256,inf,32,False,64,16,SIMA,True,False,True,False,True,11,1,128,1,1,1,19,13,inf,False,inf,inf
81,2048,64,64,0.2228187152230502,1,False,32,16,SIMA,True,True,False,False,True,13,8,64,35,1,1,18,12,7.899467303145775e-05,True,0.2228448857142857,0.22287105620552122
82,512,128,256,inf,32,False,128,32,SIMA,True,True,False,False,True,12,1,128,1,1,1,18,13,inf,False,inf,inf
83,512,128,128,0.19745814746866838,1,False,128,16,SIMA,False,False,False,True,False,13,1,64,35,1,1,20,12,7.4240282810861e-05,True,0.19748274285714287,0.19750733824561736
84,2048,64,128,0.27967456062169016,1,False,32,64,SIMA,True,False,True,False,False,11,1,128,35,32,1,18,11,0.00024608051776703045,True,0.2797560857142858,0.2798376108068814
85,2048,1,64,0.2891121996508132,1,False,64,16,SIMA,True,False,True,False,False,11,1,64,35,32,1,18,12,0.0003592844544141498,True,0.2892312285714286,0.28935025749204396
86,1024,1,256,0.13124473035297723,32,False,32,64,SIMA,True,False,True,False,False,13,1,64,35,1,1,19,12,5.997580464534989e-05,True,0.1312646,0.13128446964702278
87,2048,128,256,0.09792133268451556,1,False,128,32,SIMA,True,True,True,False,True,12,1,64,35,8,1,18,11,3.741653241495173e-05,True,0.09793372857142857,0.09794612445834158
88,1024,1,256,0.09589095177584468,1,False,64,64,SIMA,True,True,False,False,True,11,8,64,35,8,1,20,11,5.421055654405597e-05,True,0.09590891142857143,0.09592687108129817
89,512,64,256,0.22033601574752185,1,False,64,16,SIMA,False,False,True,False,True,12,1,64,35,1,1,19,12,0.00017864550692043183,True,0.2203952,0.22045438425247818
90,512,128,64,0.20945032689495366,8,False,128,16,SIMA,True,False,True,False,True,13,1,64,35,1,1,19,11,6.55057187096945e-05,True,0.20947202857142855,0.20949373024790344
91,512,128,128,0.28722802652070645,1,False,128,16,SIMA,True,False,True,True,False,12,1,64,35,32,1,18,13,0.0003924926891298883,True,0.28735805714285717,0.2874880877650079
92,512,1,64,0.157312462279269,32,False,128,64,SIMA,True,True,False,False,False,11,1,64,35,1,1,19,11,5.034971576435345e-05,True,0.15732914285714286,0.1573458234350167
93,1024,64,256,0.12917880090028563,1,False,64,64,SIMA,True,True,False,False,False,12,1,128,35,1,1,18,13,5.726184753981896e-05,True,0.12919777142857142,0.1292167419568572
94,512,1,128,0.09203620544263146,8,False,64,64,SIMA,True,True,True,True,False,12,1,128,35,8,1,19,11,2.750333471432421e-05,True,0.09204531714285714,0.09205442884308283
95,2048,64,128,0.31740880337480115,1,False,32,16,SIMA,False,False,False,False,True,13,1,128,35,32,1,19,13,0.0010248012984108155,True,0.3177483142857143,0.3180878251966275
96,1024,128,128,0.12493107635001967,8,False,128,16,SIMA,False,False,False,True,True,13,1,128,35,8,1,20,12,7.12640047102808e-05,True,0.12495468571428572,0.12497829507855178
97,2048,128,128,0.26235663228879563,1,False,64,16,SIMA,True,True,True,True,True,13,1,128,35,32,1,18,13,0.00023956854074416213,True,0.26243600000000006,0.2625153677112045
98,1024,128,128,0.10134694274967253,1,False,64,64,SIMA,True,True,False,False,True,12,1,128,35,8,1,19,13,0.0002586395269442772,True,0.10143262857142858,0.10151831439318464
99,512,64,256,0.12147988096693693,1,False,32,32,SIMA,False,False,False,False,False,13,8,64,35,8,1,20,13,9.194810426295405e-05,True,0.12151034285714284,0.12154080474734874
100,1024,128,128,0.09354665913098104,8,False,64,16,SIMA,True,False,True,True,False,11,1,128,35,8,1,18,13,0.0001935982489379401,True,0.09361079714285714,0.09367493515473324
101,1,1,1,0.17730694142214337,1,True,1,1,SIMA,False,False,False,False,False,1,1,1,35,1,1,1,1,0.00020776086331773588,True,0.17737577142857144,0.17744460143499952
102,256,1024,128,0.27143240762749704,8,False,512,16,SIMA,True,False,True,False,True,25,1,1,35,1,9,16,1,5.0687163773762704e-05,True,0.2714492,0.27146599237250296
103,512,2048,512,0.2490390041821826,1,False,1,32,SIMA,True,True,False,True,True,17,1,64,35,1,8,2,1,5.500965406922809e-05,True,0.24905722857142862,0.24907545296067463
104,256,1024,512,0.2346985144966311,1,False,256,1,SIMA,True,True,False,True,False,20,1,32,35,32,9,3,1,0.0002798540523420111,True,0.23479122857142853,0.23488394264622597
105,128,512,64,0.20401889194404538,8,False,256,1,SIMA,True,True,False,True,True,8,1,32,35,1,1,25,7,0.00015901110216662344,True,0.2040715714285714,0.20412425091309744
106,2048,128,256,0.09117485578778647,1,False,128,128,SIMA,True,True,True,True,False,20,1,256,35,8,1,12,23,3.0119731955333706e-05,True,0.09118483428571429,0.09119481278364211
107,256,512,2048,0.2624771638750933,1,False,1,64,SIMA,True,True,True,False,False,25,1,256,35,32,23,9,1,0.0002647851712969867,True,0.26256488571428566,0.262652607553478
108,1,1024,256,0.10405010442630755,1,False,256,128,SIMA,False,False,True,False,False,14,8,128,35,8,27,6,1,8.704775138054017e-05,True,0.10407894285714285,0.10410778128797815
109,1,2048,128,0.10230755444045869,1,False,32,128,SIMA,False,True,True,False,False,4,8,128,35,8,5,16,1,8.422328923153896e-05,True,0.10233545714285715,0.1023633598452556
110,256,1,1024,0.25859890286853526,1,False,128,64,SIMA,False,True,False,False,True,15,1,256,35,32,20,1,15,0.0004254653346871002,True,0.25873985714285713,0.258880811417179
111,256,512,128,0.21619080683635342,1,False,256,256,SIMA,False,True,False,False,False,20,32,16,35,1,1,9,19,4.241033759231632e-05,True,0.21620485714285714,0.21621890744936087
112,512,1,2048,0.19552685970025485,8,False,32,64,SIMA,False,False,False,True,True,26,1,32,35,1,1,19,2,0.0003041671613452312,True,0.19562762857142854,0.19572839744260223
113,512,1,2048,inf,32,False,64,128,SIMA,True,True,False,True,True,26,1,16,1,1,1,19,2,inf,False,inf,inf
114,1024,64,2048,0.22669076869974564,8,False,64,32,SIMA,False,False,False,False,False,25,8,32,35,1,1,18,1,0.00020440133790847458,True,0.22675848571428572,0.2268262027288258
115,512,1,2048,0.1393261244534934,1,False,64,64,SIMA,False,False,False,False,False,26,8,64,35,1,1,18,3,4.2227798175792e-05,True,0.1393401142857143,0.1393541041179352
116,256,1,2048,0.1082338633642516,1,False,32,32,SIMA,True,False,True,False,False,25,32,32,35,1,1,19,4,2.697490897641183e-05,True,0.1082428,0.1082517366357484
117,128,1,2048,0.22666321537787257,1,False,64,16,SIMA,True,False,False,False,True,25,8,32,35,1,1,18,5,0.0004359921980204395,True,0.22680765714285714,0.2269520989078417
118,256,64,2048,0.1608002318153357,1,False,16,64,SIMA,False,False,True,True,False,24,8,16,35,1,1,19,3,7.769408350862626e-05,True,0.16082597142857144,0.16085171104180718
119,128,1,2048,0.14659669120362515,8,False,32,64,SIMA,True,False,False,False,True,26,8,16,35,1,1,19,5,5.5523159352562284e-05,True,0.1466150857142857,0.14663348022494624
120,256,1,1024,0.13339952299059735,1,False,16,16,SIMA,False,True,False,False,False,24,8,32,35,1,1,18,4,3.8265090393948925e-05,True,0.1334122,0.13342487700940267
121,256,1,2048,0.14754789112728,8,False,64,32,SIMA,True,False,True,True,True,26,8,64,35,1,1,19,3,6.216400953632665e-05,True,0.1475684857142857,0.14758908030129142
122,512,1,2048,0.11572527169606112,1,False,32,16,SIMA,True,False,True,False,False,24,32,32,35,1,1,19,4,3.0485674119667806e-05,True,0.11573537142857143,0.11574547116108175
123,256,1,2048,0.12783375278660195,1,False,32,64,SIMA,True,False,True,False,True,26,8,64,35,1,1,18,4,4.645436646070256e-05,True,0.12784914285714286,0.12786453292768377
124,128,1,2048,0.22095816731953816,1,False,64,16,SIMA,True,False,True,False,True,26,8,16,35,1,1,19,3,5.848435339333521e-05,True,0.22097754285714288,0.2209969183947476
125,512,1,1024,0.09853111676851585,1,False,16,64,SIMA,True,False,True,False,False,26,8,32,35,1,1,18,4,2.5916795279335174e-05,True,0.09853970285714286,0.09854828894576988
126,512,1,2048,0.09940314160018762,1,False,16,128,SIMA,True,False,True,False,False,26,8,32,35,8,1,19,5,3.726888224341321e-05,True,0.09941548857142858,0.09942783554266954
127,512,1,2048,0.10086814400151685,1,False,1,32,SIMA,False,False,True,True,False,26,8,32,35,8,1,18,5,0.00012254616456250044,True,0.10090874285714285,0.10094934171276886
128,512,1,512,0.11860490680702424,1,False,32,128,SIMA,True,False,False,False,False,26,32,16,35,1,1,19,3,4.314348154704167e-05,True,0.11861920000000001,0.11863349319297578
129,1024,1,1024,0.16728882935537467,1,False,1,32,SIMA,False,False,True,False,False,27,1,32,35,1,1,19,3,0.0001149579727996433,True,0.1673269142857143,0.16736499921605394
130,256,64,512,0.08790958432277451,8,False,16,128,SIMA,True,True,True,False,False,25,1,32,35,8,1,18,4,3.3759246533811256e-05,True,0.08792076857142858,0.08793195282008265
131,256,64,512,0.14794355380361449,8,False,1,128,SIMA,False,True,False,False,True,25,8,32,35,1,1,19,3,3.248012264981447e-05,True,0.1479543142857143,0.1479650747678141
132,512,1,512,0.25150032838907627,1,False,16,256,SIMA,False,False,True,False,False,26,1,32,35,32,1,17,5,0.0002169418355227978,True,0.2515722,0.2516440716109238
133,256,64,512,0.18711424525751436,1,False,1,256,SIMA,True,True,True,True,True,25,1,16,35,32,1,18,3,4.3243024682294104e-05,True,0.18712857142857142,0.1871428975996285
134,128,64,256,0.10153355265859795,1,False,16,64,SIMA,False,True,True,False,False,25,1,32,35,8,1,19,4,9.104177108137014e-05,True,0.10156371428571427,0.10159387591283059
135,256,128,512,0.1030111908560869,32,False,16,256,SIMA,True,True,True,False,False,24,1,32,35,1,1,18,3,2.7624981300207835e-05,True,0.10302034285714284,0.10302949485819879
136,512,1,1024,0.08753671363173018,8,False,16,256,SIMA,True,False,True,False,False,24,1,16,35,8,1,18,5,5.5231232217332616e-05,True,0.08755501142857143,0.08757330922541268
137,512,64,1024,0.17766955488216785,1,False,1,512,SIMA,False,False,False,True,True,24,1,32,35,1,1,17,5,0.00032293929928147136,True,0.17777654285714284,0.17788353083211783
138,1024,1,1024,0.2156073729314175,1,False,16,256,SIMA,False,False,True,True,False,25,1,16,35,1,1,19,4,3.820058766510371e-05,True,0.2156200285714286,0.2156326842114397
139,1024,64,512,0.09854857630353325,1,False,32,128,SIMA,True,False,False,True,True,24,8,32,35,8,1,19,4,0.00017320197010709635,True,0.09860595714285714,0.09866333798218102
140,1024,1,2048,0.12184246902110314,32,False,32,256,SIMA,True,True,True,False,False,23,1,1,35,1,1,19,6,0.00013441513520221017,True,0.12188700000000001,0.12193153097889688
141,512,1,2048,0.15141751876233633,1,False,1,128,SIMA,True,False,True,False,False,23,1,32,35,1,1,18,4,3.8191611430696886e-05,True,0.15143017142857143,0.15144282409480653
142,256,1,512,0.1583499955240457,1,False,1,128,SIMA,True,False,False,False,False,25,1,32,35,1,1,17,4,4.011595438124976e-05,True,0.15836328571428573,0.15837657590452578
143,512,1,1024,0.10063903930890762,8,False,32,256,SIMA,True,True,True,False,False,24,1,16,35,1,1,18,5,4.5761992963594674e-05,True,0.1006542,0.10066936069109238
144,512,1,512,inf,32,False,16,512,SIMA,False,True,False,False,True,25,1,16,1,1,1,17,6,inf,False,inf,inf
145,256,1,512,0.12926714964278382,1,False,16,128,SIMA,False,False,True,False,False,25,8,16,35,1,1,17,6,4.2324248851176024e-05,True,0.12928117142857143,0.12929519321435903
146,512,1,2048,0.09741739861090956,8,False,32,256,SIMA,True,False,True,False,False,25,1,32,35,1,1,17,4,4.133127056516133e-05,True,0.09743109142857143,0.09744478424623329
147,512,1,2048,0.2361759929776289,1,False,16,512,SIMA,True,False,True,True,True,24,1,32,35,1,1,19,5,0.00046986660373569993,True,0.23633165714285717,0.23648732130808545
148,512,1,2048,0.1494243683070838,8,False,1,256,SIMA,True,False,True,False,False,24,1,1,35,1,1,17,5,3.0625266346196514e-05,True,0.14943451428571428,0.14944466026434475
149,512,1,2048,inf,32,False,1,512,SIMA,True,False,False,True,True,23,1,16,1,1,1,18,6,inf,False,inf,inf
150,1024,64,2048,0.12150603111019029,1,False,16,256,SIMA,False,False,False,False,False,25,8,1,35,8,1,18,6,6.475993974609876e-05,True,0.1215274857142857,0.12154894031838112
151,512,64,1024,0.15123790473505003,1,False,1,128,SIMA,False,True,True,False,True,23,8,16,35,1,1,18,6,0.00015198690598810434,True,0.15128825714285718,0.15133860955066433
152,512,64,512,0.2954024977138676,1,False,1,512,SIMA,True,False,False,False,False,24,1,32,35,32,1,18,5,8.73267380798869e-05,True,0.29543142857142857,0.2954603594289895
153,1024,64,2048,inf,32,False,1,128,SIMA,True,True,True,False,True,24,1,16,1,1,1,18,5,inf,False,inf,inf
154,1024,1,512,0.08886998236377842,8,False,1,128,SIMA,False,False,True,False,False,24,1,1,35,8,1,19,5,0.0001234566470714417,True,0.08891088285714285,0.08895178335050728
155,256,1,2048,0.1449943705867835,8,False,1,256,SIMA,False,True,True,False,True,23,8,16,35,1,1,18,6,5.261004792677024e-05,True,0.1450118,0.1450292294132165
156,256,1,512,0.21466937580738313,1,False,16,256,SIMA,False,False,True,False,True,23,1,1,35,32,1,17,6,0.00010097594783321652,True,0.21470282857142856,0.21473628133547398
157,256,1,2048,0.2515734466097934,1,False,32,128,SIMA,True,False,False,False,True,25,1,1,35,32,1,19,6,9.748504437887713e-05,True,0.2516057428571428,0.25163803910449223
158,256,64,2048,0.12605941631134962,1,False,32,256,SIMA,True,False,True,False,True,24,1,32,35,1,1,18,5,0.00022780163945585502,True,0.1261348857142857,0.12621035511722176
159,1024,1,512,0.10055993239544805,1,False,32,256,SIMA,True,False,True,False,False,25,1,16,35,32,1,18,5,0.000136983580127291,True,0.10060531428571427,0.10065069617598049
160,1024,64,2048,0.14198972280073138,1,False,32,512,SIMA,True,False,True,True,False,24,1,16,35,1,1,18,5,0.00015615822431242084,True,0.14204145714285712,0.14209319148498287
161,256,1,1024,0.09220684845324784,8,False,16,256,SIMA,False,False,True,False,True,24,1,32,35,8,1,19,4,2.505360392014936e-05,True,0.09221514857142858,0.09222344868960933
