id,T2_K,T2_J,T2_I,mean_confidence_interval_inf,RT_K,T1_I,T1_J,T1_K,technique,VEC2,VEC1,SCR,ACOPY_x,ACOPY_y,U1_I,RT_J,runs,mean_confidence_interval_sup,cost_std,U_K,U_J,U_I,correct_result,cost_mean,RT_I
18,128,2048,2048,inf,1,1,128,32,RS,True,True,True,True,True,22,1,1,inf,inf,1,30,18,False,inf,1
19,2048,512,128,inf,32,128,1,32,RS,False,True,True,True,False,29,1,1,inf,inf,16,1,2,False,inf,1
20,1,512,64,inf,1,1,32,32,RS,False,True,False,True,True,7,1,1,inf,inf,9,6,1,False,inf,1
21,512,1024,512,inf,1,32,1,1,RS,False,True,True,False,True,7,1,1,inf,inf,1,29,24,False,inf,8
22,2048,1024,128,inf,1,128,256,1,RS,True,True,True,False,True,28,1,1,inf,inf,14,1,15,False,inf,32
23,1024,128,1,inf,1,512,128,64,RS,False,True,True,True,True,23,1,1,inf,inf,7,19,1,False,inf,1
24,256,64,64,inf,32,1,32,32,RS,False,True,True,False,False,12,1,1,inf,inf,1,24,13,False,inf,1
25,512,256,1024,inf,1,1,32,1,RS,False,False,False,False,True,29,1,1,inf,inf,1,15,18,False,inf,32
26,128,512,512,inf,1,16,512,32,RS,True,True,False,False,True,29,1,1,inf,inf,1,20,24,False,inf,1
27,1,1,2048,inf,1,512,256,256,RS,False,True,True,False,False,20,8,1,inf,inf,1,19,4,False,inf,1
28,256,1,1024,inf,8,256,256,32,RS,True,False,False,True,False,19,1,1,inf,inf,1,10,28,False,inf,1
29,64,1024,1024,inf,32,1,256,1,RS,True,False,True,False,False,9,1,1,inf,inf,1,3,16,False,inf,1
30,2048,256,1,inf,8,512,32,128,RS,True,True,False,False,False,3,1,1,inf,inf,30,25,1,False,inf,8
31,1,1024,1024,inf,8,1,1,1,RS,True,True,True,True,False,12,1,1,inf,inf,7,25,1,False,inf,8
32,64,1024,1024,inf,1,16,1,16,RS,False,True,True,False,False,22,8,1,inf,inf,29,1,4,False,inf,1
33,512,512,1024,inf,1,32,16,64,RS,True,True,True,True,True,12,8,1,inf,inf,19,1,10,False,inf,8
34,512,512,512,inf,1,1,512,1,RS,True,True,True,True,True,4,8,1,inf,inf,1,3,16,False,inf,1
35,1,2048,2048,inf,8,128,1,128,RS,True,False,False,True,True,9,8,1,inf,inf,1,2,16,False,inf,1
36,1,512,1024,inf,8,32,512,16,RS,False,False,True,True,False,12,8,1,inf,inf,6,1,7,False,inf,1
37,1,64,512,inf,1,32,1,64,RS,False,True,False,False,False,9,32,1,inf,inf,30,12,1,False,inf,1
38,1024,1024,1024,inf,1,32,128,256,RS,False,False,False,True,True,28,1,1,inf,inf,1,29,9,False,inf,32
39,512,1024,1024,inf,32,64,32,32,RS,False,True,True,False,True,13,1,1,inf,inf,27,18,1,False,inf,1
40,1024,1024,256,inf,1,64,1,256,RS,False,True,True,True,True,4,32,1,inf,inf,13,18,1,False,inf,1
41,1024,1024,1,inf,1,64,64,128,RS,False,True,True,False,False,3,1,1,inf,inf,18,1,1,False,inf,1
42,1,256,1,inf,8,32,64,64,RS,False,True,True,False,False,5,1,1,inf,inf,20,10,1,False,inf,1
43,1024,256,128,inf,1,32,32,256,RS,False,True,True,True,False,29,1,1,inf,inf,21,18,1,False,inf,8
44,2048,512,1,inf,1,512,256,1,RS,False,True,True,True,False,1,8,1,inf,inf,21,1,9,False,inf,8
45,128,2048,1024,inf,32,16,1,16,RS,True,False,True,False,True,19,1,1,inf,inf,30,1,21,False,inf,1
46,1024,256,1024,inf,32,64,256,32,RS,True,False,False,True,False,7,1,1,inf,inf,1,26,24,False,inf,1
47,1,128,512,inf,8,1,128,16,RS,True,False,True,False,False,5,1,1,inf,inf,28,1,14,False,inf,8
48,256,1024,1024,inf,32,32,256,128,RS,True,True,True,True,False,14,1,1,inf,inf,30,10,1,False,inf,1
49,256,2048,256,inf,8,32,1,256,RS,False,False,True,False,False,27,1,1,inf,inf,10,1,15,False,inf,8
50,1,512,2048,inf,1,16,1,1,RS,False,True,False,False,True,17,32,1,inf,inf,1,29,16,False,inf,1
51,1024,128,512,inf,32,16,16,16,RS,True,False,True,False,False,25,1,1,inf,inf,16,1,24,False,inf,1
52,2048,64,512,inf,1,32,64,256,RS,False,True,True,False,True,7,1,1,inf,inf,30,1,15,False,inf,32
53,2048,512,256,inf,1,128,16,64,RS,True,False,True,True,True,7,1,1,inf,inf,1,18,12,False,inf,32
54,2048,1024,1024,inf,32,256,64,1,RS,False,True,False,True,False,17,1,1,inf,inf,1,21,28,False,inf,1
55,1,512,128,inf,32,16,128,128,RS,True,True,True,False,True,30,1,1,inf,inf,13,1,2,False,inf,1
56,1,128,128,inf,1,32,64,128,RS,False,True,True,True,True,3,32,1,inf,inf,27,30,1,False,inf,1
57,64,2048,512,inf,1,1,512,16,RS,True,False,True,True,False,26,8,1,inf,inf,24,1,14,False,inf,8
58,512,64,1024,inf,8,1,16,512,RS,False,True,True,True,False,7,8,1,inf,inf,29,25,1,False,inf,1
59,1024,1,128,inf,32,64,256,32,RS,True,False,True,False,False,9,1,1,inf,inf,6,9,1,False,inf,1
60,1,2048,2048,inf,8,512,128,1,RS,False,True,False,False,True,16,1,1,inf,inf,30,1,2,False,inf,8
61,64,512,64,inf,1,16,256,16,RS,False,False,True,False,True,23,1,1,inf,inf,10,11,1,False,inf,8
62,1024,2048,2048,inf,1,128,16,128,RS,True,False,True,True,True,20,1,1,inf,inf,10,12,1,False,inf,1
63,1,1024,512,inf,8,1,128,128,RS,False,True,True,False,False,17,1,1,inf,inf,20,1,5,False,inf,1
64,2048,2048,1024,inf,1,1,64,1,RS,True,False,True,True,True,5,1,1,inf,inf,6,9,1,False,inf,32
65,2048,512,64,inf,8,16,64,512,RS,True,False,False,False,False,11,1,1,inf,inf,12,2,1,False,inf,8
66,512,1,1,inf,8,64,16,64,RS,False,True,False,True,True,9,8,1,inf,inf,20,23,1,False,inf,1
67,64,2048,512,inf,8,64,16,32,RS,True,False,False,True,True,1,1,1,inf,inf,1,20,7,False,inf,8
68,1024,2048,256,inf,8,256,64,512,RS,False,False,True,True,False,28,1,1,inf,inf,23,1,29,False,inf,8
69,1024,256,512,inf,1,16,32,256,RS,False,True,False,False,False,4,8,1,inf,inf,18,1,23,False,inf,8
70,512,128,128,inf,1,32,16,16,RS,True,True,False,False,False,26,1,1,inf,inf,4,11,1,False,inf,8
71,256,1,2048,inf,1,256,512,64,RS,True,False,False,False,False,30,8,1,inf,inf,15,1,4,False,inf,8
72,512,128,512,inf,1,512,128,1,RS,False,True,False,False,True,17,1,1,inf,inf,5,24,1,False,inf,1
73,128,1024,1,inf,1,256,512,16,RS,True,True,True,True,True,18,1,1,inf,inf,19,23,1,False,inf,32
74,1,2048,128,inf,8,1,64,1,RS,True,False,True,True,False,27,8,1,inf,inf,7,1,24,False,inf,1
75,256,2048,256,inf,1,32,128,256,RS,False,True,False,True,True,24,8,1,inf,inf,13,1,28,False,inf,1
76,1024,256,1024,inf,1,32,32,128,RS,True,True,False,True,True,25,32,1,inf,inf,1,11,27,False,inf,1
77,256,2048,128,inf,8,32,16,32,RS,True,False,True,False,False,27,1,1,inf,inf,24,27,1,False,inf,1
78,128,1024,1,inf,32,256,16,32,RS,False,False,False,True,True,30,1,1,inf,inf,11,20,1,False,inf,1
79,512,512,2048,inf,1,64,1,16,RS,False,False,False,True,False,30,8,1,inf,inf,14,15,1,False,inf,8
80,256,1024,128,inf,8,32,32,16,RS,False,True,True,False,True,8,1,1,inf,inf,10,14,1,False,inf,1
81,2048,1,64,inf,1,64,32,1,RS,True,False,True,False,False,10,1,1,inf,inf,17,22,1,False,inf,32
82,256,1024,2048,inf,1,32,32,64,RS,False,False,True,False,True,7,32,1,inf,inf,1,25,5,False,inf,1
83,1024,512,256,inf,1,1,32,128,RS,True,False,False,True,False,3,1,1,inf,inf,10,1,23,False,inf,8
84,1,1,1024,inf,8,16,256,1,RS,False,False,False,False,True,2,1,1,inf,inf,19,9,1,False,inf,1
85,512,256,128,inf,1,16,64,1,RS,True,False,False,True,True,29,1,1,inf,inf,4,29,1,False,inf,8
86,1,1,64,inf,1,64,16,1,RS,False,False,True,True,True,17,1,1,inf,inf,30,26,1,False,inf,8
87,64,1,64,inf,1,16,512,1,RS,True,True,True,True,False,18,1,1,inf,inf,7,6,1,False,inf,1
88,64,128,2048,inf,8,256,1,64,RS,True,True,True,False,True,28,8,1,inf,inf,1,22,6,False,inf,1
89,1024,1,256,inf,1,32,16,512,RS,False,True,False,True,False,22,1,1,inf,inf,6,6,1,False,inf,8
90,2048,128,1,inf,1,128,128,1,RS,True,False,True,True,False,8,8,1,inf,inf,1,10,28,False,inf,8
91,1024,256,2048,inf,1,128,16,32,RS,True,True,False,False,True,26,8,1,inf,inf,1,27,30,False,inf,8
92,256,256,1,inf,1,1,256,1,RS,True,False,False,True,False,11,1,1,inf,inf,21,28,1,False,inf,1
93,512,128,256,inf,8,32,64,32,RS,False,False,False,False,False,20,8,1,inf,inf,20,1,23,False,inf,1
94,2048,128,64,inf,8,32,16,128,RS,True,True,True,False,False,23,1,1,inf,inf,22,1,19,False,inf,1
95,128,128,64,inf,1,32,128,128,RS,True,True,False,False,False,10,32,1,inf,inf,5,11,1,False,inf,1
96,512,64,1,inf,8,128,32,128,RS,False,True,True,False,True,4,1,1,inf,inf,1,19,20,False,inf,8
97,1024,64,256,inf,1,128,16,1,RS,True,True,False,False,False,3,1,1,inf,inf,16,1,19,False,inf,1
98,2048,512,512,inf,1,256,1,128,RS,True,True,True,False,False,14,1,1,inf,inf,18,12,1,False,inf,1
99,1024,512,128,inf,8,64,1,16,RS,True,False,False,False,False,28,1,1,inf,inf,14,22,1,False,inf,8
100,512,1024,2048,inf,1,512,16,128,RS,False,False,False,True,False,1,1,1,inf,inf,24,1,12,False,inf,8
101,1,1,1,inf,1,1,1,1,RS,False,False,False,False,False,1,1,1,inf,inf,1,1,1,False,inf,1
